miRNA,disease
hsa-miR-218-5p,Gastric cancer
hsa-miR-218-5p,Stomach cancer
hsa-miR-218-5p,Bladder cancer
hsa-miR-218-5p,Pancreatic cancer
hsa-miR-218-5p,Astrocytoma
hsa-miR-218-5p,Glioma
hsa-miR-218-5p,malignant glioma
hsa-miR-218-5p,Epilepsy temporal lobe
hsa-miR-218-5p,Lung carcinoma
hsa-miR-218-5p,Carcinoma lung non-small-cell
hsa-miR-218-5p,Non-small cell lung cancer
hsa-miR-218-5p,Acute myocardial infarction
hsa-miR-218-5p,Uterine cervical neoplasms
hsa-miR-218-5p,Cardiac hypertrophy
hsa-miR-218-5p,Prostatic neoplasms
hsa-miR-219a-5p,Multiple sclerosis chronic progressive
hsa-miR-219a-5p,Medulloblastoma
hsa-miR-219a-5p,Alzheimer disease
hsa-miR-219a-5p,Breast cancer
hsa-miR-219a-5p,Epilepsy
hsa-miR-219a-5p,Melanoma
hsa-miR-219a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-219a-5p,Glioblastoma
hsa-miR-219a-5p,Astrocytoma
hsa-miR-219a-5p,Chordoma
hsa-miR-219a-5p,Hepatocellular carcinoma
hsa-miR-219a-5p,Neuroblastoma
hsa-miR-301a-3p,Alzheimer disease
hsa-miR-301a-3p,Vogt-koyanagi-harada disease
hsa-miR-301a-3p,Lung cancer
hsa-miR-301a-3p,Breast cancer
hsa-miR-301a-3p,Breast neoplasms
hsa-miR-301a-3p,Pancreatic cancer
hsa-miR-301a-3p,Chronic pain
hsa-miR-338-3p,Multiple sclerosis chronic progressive
hsa-miR-338-3p,Colorectal carcinoma
hsa-miR-338-3p,Gastric cancer
hsa-miR-338-3p,Alzheimer disease
hsa-miR-338-3p,Neurodegenerative diseases
hsa-miR-338-3p,Multiple sclerosis relapsing-remitting
hsa-miR-338-3p,Relapsing-remitting multiple sclerosis
hsa-miR-338-3p,Osteosarcoma
hsa-miR-338-3p,Cervical cancer
hsa-miR-338-3p,Hepatocellular carcinoma
hsa-miR-338-3p,Prostatic neoplasms
hsa-miR-3619-5p,Prostate cancer
hsa-miR-424-5p,Triple negative breast cancer
hsa-miR-424-5p,Chronic lymphocytic leukemia
hsa-miR-424-5p,Gastric cancer
hsa-miR-424-5p,Alzheimer disease
hsa-miR-424-5p,Pancreatic cancer
hsa-miR-424-5p,Renal cell carcinoma
hsa-miR-424-5p,Intrahepatic cholangiocarcinoma
hsa-miR-424-5p,Aortic valve disease
hsa-miR-424-5p,Esophageal squamous cell carcinoma
hsa-miR-424-5p,Cardiomegaly
hsa-miR-424-5p,Stroke lacunar
hsa-miR-4295,Bladder cancer
hsa-miR-4295,Malignant glioma
hsa-miR-454-3p,Cervical cancer
hsa-miR-454-3p,Renal carcinoma
hsa-miR-497-5p,Multiple sclerosis chronic progressive
hsa-miR-497-5p,Alzheimer disease
hsa-miR-497-5p,Breast cancer
hsa-miR-497-5p,Breast neoplasms
hsa-miR-497-5p,Malignant melanoma
hsa-miR-497-5p,Melanoma
hsa-miR-497-5p,Multiple sclerosis relapsing-remitting
hsa-miR-497-5p,Relapsing-remitting multiple sclerosis
hsa-miR-497-5p,Uterine cervical neoplasms
hsa-miR-539-5p,Glioma
hsa-miR-539-5p,Hepatocellular carcinoma
hsa-miR-761,Breast cancer
hsa-miR-135a-5p,Multiple sclerosis chronic progressive
hsa-miR-135a-5p,Medulloblastoma
hsa-miR-135a-5p,Gastric cancer
hsa-miR-135a-5p,Alzheimer disease
hsa-miR-135a-5p,Bladder cancer
hsa-miR-135a-5p,Melanoma
hsa-miR-135a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-135a-5p,Thyroid adenomas
hsa-miR-135a-5p,malignant glioma
hsa-miR-135a-5p,Hepatocellular carcinoma
hsa-miR-135a-5p,Liver hepatocellular carcinoma
hsa-miR-135a-5p,Classic hodgkin lymphoma
hsa-miR-135a-5p,Hodgkin lymphoma
hsa-miR-135a-5p,Colorectal cancer
hsa-miR-135a-5p,Wounds and injuries
hsa-miR-135b-5p,Alzheimer disease
hsa-miR-135b-5p,Breast cancer
hsa-miR-135b-5p,Breast neoplasms
hsa-miR-135b-5p,Melanoma
hsa-miR-135b-5p,Atherosclerosis
hsa-miR-135b-5p,Thyroid adenomas
hsa-miR-135b-5p,Glioma
hsa-miR-135b-5p,Malignant glioma
hsa-miR-135b-5p,Peutz-jeghers syndrome
hsa-miR-135b-5p,Carcinoma lung non-small-cell
hsa-miR-135b-5p,Colorectal cancer
hsa-miR-135b-5p,Wounds and injuries
hsa-miR-139-5p,Oral squamous cell carcinoma
hsa-miR-139-5p,Gastric cancer
hsa-miR-139-5p,Stomach cancer
hsa-miR-139-5p,Bladder cancer
hsa-miR-139-5p,Urinary bladder cancer
hsa-miR-139-5p,Primary biliary cirrhosis
hsa-miR-139-5p,Uterine fibroid
hsa-miR-139-5p,Endometrial cancer
hsa-miR-139-5p,Breast cancer
hsa-miR-139-5p,Breast neoplasms
hsa-miR-139-5p,Melanoma
hsa-miR-139-5p,Ovarian cancer
hsa-miR-139-5p,Glioblastoma
hsa-miR-139-5p,Glioma
hsa-miR-139-5p,Malignant glioma
hsa-miR-139-5p,Osteosarcoma
hsa-miR-139-5p,Clear cell renal cell carcinoma
hsa-miR-139-5p,Renal clear cell carcinoma
hsa-miR-139-5p,Gallbladder carcinoma
hsa-miR-139-5p,Hepatocellular carcinoma
hsa-miR-139-5p,Chronic myeloid leukemia
hsa-miR-139-5p,Colorectal cancer
hsa-miR-139-5p,Cardiomegaly
hsa-miR-182-5p,Oral squamous cell carcinoma
hsa-miR-182-5p,Triple negative breast cancer
hsa-miR-182-5p,Prostate cancer
hsa-miR-182-5p,Bladder cancer
hsa-miR-182-5p,Lung cancer
hsa-miR-182-5p,Breast cancer
hsa-miR-182-5p,Breast neoplasms
hsa-miR-182-5p,Melanoma
hsa-miR-182-5p,Hereditary spastic paraplegia
hsa-miR-182-5p,Lung adenocarcinoma
hsa-miR-182-5p,Cholangiocarcinoma
hsa-miR-182-5p,Hepatocellular carcinoma
hsa-miR-182-5p,Uterine cervical neoplasms
hsa-miR-182-5p,Prostatic neoplasms
hsa-miR-196a-5p,Oral squamous cell carcinoma
hsa-miR-196a-5p,Gastric cancer
hsa-miR-196a-5p,Adrenoleukodystrophy
hsa-miR-196a-5p,Vitiligo
hsa-miR-196a-5p,Acute leukemia
hsa-miR-196a-5p,Huntington disease
hsa-miR-196a-5p,Chorea
hsa-miR-196a-5p,Breast cancer
hsa-miR-196a-5p,Breast neoplasms
hsa-miR-196a-5p,Congenital heart disease
hsa-miR-196a-5p,Pancreatic endocrine carcinoma
hsa-miR-196a-5p,Malignant melanoma
hsa-miR-196a-5p,Melanoma
hsa-miR-196a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-196a-5p,Endometriosis
hsa-miR-196a-5p,Glioblastoma
hsa-miR-196a-5p,Osteosarcoma
hsa-miR-196a-5p,Pancreatic ductal adenocarcinoma
hsa-miR-196a-5p,Scleroderma
hsa-miR-196a-5p,Esophageal adenocarcinoma
hsa-miR-196a-5p,Esophageal cancer
hsa-miR-196a-5p,Colorectal cancer
hsa-miR-196b-5p,Acute leukemia
hsa-miR-196b-5p,Breast cancer
hsa-miR-196b-5p,Hypoxia
hsa-miR-216a-5p,Alzheimer disease
hsa-miR-216a-5p,Osteoporosis
hsa-miR-216a-5p,Melanoma
hsa-miR-216a-5p,Pancreatic adenocarcinoma
hsa-miR-216a-5p,Renal cell carcinoma
hsa-miR-216a-5p,Uveal melanoma
hsa-miR-326,Multiple sclerosis chronic progressive
hsa-miR-326,Medulloblastoma
hsa-miR-326,Gastric cancer
hsa-miR-326,Brain cancer
hsa-miR-326,Brain neoplasms
hsa-miR-326,Lung cancer
hsa-miR-326,Lung neoplasms
hsa-miR-326,Breast cancer
hsa-miR-326,Breast neoplasms
hsa-miR-326,Colon neoplasms
hsa-miR-326,Multiple sclerosis
hsa-miR-326,Multiple sclerosis relapsing-remitting
hsa-miR-326,Relapsing-remitting multiple sclerosis
hsa-miR-326,Glioma
hsa-miR-326,Malignant glioma
hsa-miR-326,Lung fibrosis
hsa-miR-326,Cervical cancer
hsa-miR-326,Hepatocellular carcinoma
hsa-miR-326,Diabetes mellitus type 1
hsa-miR-326,Type 1 diabetes mellitus
hsa-miR-326,Osteosarcoma
hsa-miR-330-5p,Prostate cancer
hsa-miR-330-5p,Glioblastoma
hsa-miR-330-5p,Non-small cell lung cancer
hsa-miR-330-5p,Esophagus adenocarcinoma
hsa-miR-340-5p,Multiple sclerosis chronic progressive
hsa-miR-340-5p,Rheumatic heart diseases
hsa-miR-340-5p,Medulloblastoma
hsa-miR-340-5p,Gastric cancer
hsa-miR-340-5p,Stomach cancer
hsa-miR-340-5p,Alzheimer disease
hsa-miR-340-5p,Multiple sclerosis relapsing-remitting
hsa-miR-340-5p,Relapsing-remitting multiple sclerosis
hsa-miR-340-5p,Colorectal cancer
hsa-miR-371a-5p,Lupus nephritis
hsa-miR-371a-5p,Gastric cancer
hsa-miR-371a-5p,Nasopharyngeal carcinoma
hsa-miR-384,Alzheimer disease
hsa-miR-384,Breast cancer
hsa-miR-384,Papillary thyroid carcinoma
hsa-miR-384,Hepatocellular carcinoma
hsa-miR-384,myocardial ischaemia-reperfusion (I/R) injury
hsa-miR-384,Myocardial ischemia
hsa-miR-544a,Lung cancer
hsa-miR-544a,Liver cancer
hsa-miR-544a,Colorectal cancer
hsa-miR-758-3p,Hepatitis C
hsa-miR-181a-5p,Oral squamous cell carcinoma
hsa-miR-181a-5p,Lymphoma non-hodgkin
hsa-miR-181a-5p,Non-hodgkin lymphoma
hsa-miR-181a-5p,B-cell chronic lymphocytic leukemia
hsa-miR-181a-5p,Chronic lymphocytic leukemia
hsa-miR-181a-5p,Gastric cancer
hsa-miR-181a-5p,Alzheimer disease
hsa-miR-181a-5p,Breast cancer
hsa-miR-181a-5p,Breast neoplasms
hsa-miR-181a-5p,Thyroid cancer
hsa-miR-181a-5p,Pancreatic cancer
hsa-miR-181a-5p,Melanoma
hsa-miR-181a-5p,Lesch-nyhan syndrome
hsa-miR-181a-5p,Cerebellar disease
hsa-miR-181a-5p,Glioblastoma
hsa-miR-181a-5p,Glioma
hsa-miR-181a-5p,Malignant glioma
hsa-miR-181a-5p,Non-small cell lung cancer
hsa-miR-181a-5p,Cholangiocarcinoma
hsa-miR-181a-5p,Hepatocellular carcinoma
hsa-miR-181a-5p,Neuroblastoma
hsa-miR-181a-5p,Myeloid leukemia
hsa-miR-181a-5p,Acute myelocytic leukemia
hsa-miR-181a-5p,Acute myelogenous leukemia
hsa-miR-181a-5p,Acute myeloid leukemia
hsa-miR-181a-5p,Colorectal cancer
hsa-miR-181a-5p,Multiple myeloma
hsa-miR-181a-5p,Graft vs host disease
hsa-miR-181a-5p,Keloid
hsa-miR-181a-5p,Cerebellar neurodegeneration
hsa-miR-181b-5p,Multiple sclerosis chronic progressive
hsa-miR-181b-5p,Oral carcinoma
hsa-miR-181b-5p,Prostate cancer
hsa-miR-181b-5p,B-cell chronic lymphocytic leukemia
hsa-miR-181b-5p,Chronic lymphocytic leukemia
hsa-miR-181b-5p,Alzheimer disease
hsa-miR-181b-5p,Breast cancer
hsa-miR-181b-5p,Breast neoplasms
hsa-miR-181b-5p,Multiple sclerosis relapsing-remitting
hsa-miR-181b-5p,Glioblastoma
hsa-miR-181b-5p,Astrocytoma
hsa-miR-181b-5p,Glioma
hsa-miR-181b-5p,Malignant glioma
hsa-miR-181b-5p,Neuroblastoma
hsa-miR-181b-5p,Chronic myelogenous leukemia
hsa-miR-181b-5p,Mouth neoplasms
hsa-miR-181b-5p,Acute myelogenous leukemia
hsa-miR-181b-5p,Acute myeloid leukemia
hsa-miR-181b-5p,Colorectal cancer
hsa-miR-181b-5p,Multiple myeloma
hsa-miR-181b-5p,Prostatic neoplasms
hsa-miR-181c-5p,Multiple sclerosis chronic progressive
hsa-miR-181c-5p,Gastric cancer
hsa-miR-181c-5p,Pancreatic cancer
hsa-miR-181c-5p,Multiple sclerosis relapsing-remitting
hsa-miR-181c-5p,Relapsing-remitting multiple sclerosis
hsa-miR-181c-5p,Glioblastoma
hsa-miR-181c-5p,Glioma
hsa-miR-181c-5p,Malignant glioma
hsa-miR-181c-5p,Myasthenia gravis autoimmune experimental
hsa-miR-181c-5p,Inflammatory breast neoplasms
hsa-miR-181d-5p,Multiple sclerosis chronic progressive
hsa-miR-181d-5p,Gastric cancer
hsa-miR-181d-5p,Stomach cancer
hsa-miR-181d-5p,Alzheimer disease
hsa-miR-181d-5p,Multiple sclerosis relapsing-remitting
hsa-miR-181d-5p,Relapsing-remitting multiple sclerosis
hsa-miR-181d-5p,Glioma
hsa-miR-181d-5p,Malignant glioma
hsa-miR-197-3p,Gastric cancer
hsa-miR-197-3p,Stomach cancer
hsa-miR-197-3p,Uterine fibroid
hsa-miR-197-3p,Lung cancer
hsa-miR-197-3p,Breast cancer
hsa-miR-197-3p,Breast neoplasms
hsa-miR-197-3p,Multiple sclerosis relapsing-remitting
hsa-miR-197-3p,Relapsing-remitting multiple sclerosis
hsa-miR-197-3p,Follicular thyroid carcinoma
hsa-miR-4262,Colon cancer
hsa-miR-494-3p,Alzheimer disease
hsa-miR-494-3p,Leukemia
hsa-miR-494-3p,Pancreatic cancer
hsa-miR-494-3p,Hepatocellular carcinoma
hsa-miR-494-3p,Mouth neoplasms
hsa-miR-494-3p,Ovarian epithelial cancer
hsa-miR-503-5p,Breast cancer
hsa-miR-503-5p,Breast neoplasms
hsa-miR-503-5p,Squamous cell carcinoma
hsa-miR-503-5p,Glioblastoma
hsa-miR-503-5p,Osteosarcoma
hsa-miR-200b-3p,Triple negative breast cancer
hsa-miR-200b-3p,Androgen-independent prostate cancer
hsa-miR-200b-3p,Prostate cancer
hsa-miR-200b-3p,Gastric cancer
hsa-miR-200b-3p,Stomach cancer
hsa-miR-200b-3p,Bladder cancer
hsa-miR-200b-3p,Urinary bladder cancer
hsa-miR-200b-3p,Lung cancer
hsa-miR-200b-3p,Breast cancer
hsa-miR-200b-3p,Breast neoplasms
hsa-miR-200b-3p,Cancer
hsa-miR-200b-3p,Melanoma
hsa-miR-200b-3p,Colon cancer
hsa-miR-200b-3p,Endometrial adenocarcinoma
hsa-miR-200b-3p,Endometrial endometrioid carcinoma
hsa-miR-200b-3p,Endometriosis
hsa-miR-200b-3p,Glioblastoma
hsa-miR-200b-3p,Biliary tract cancer
hsa-miR-200b-3p,Cholangiocarcinoma
hsa-miR-200b-3p,Ulcerative colitis
hsa-miR-200b-3p,Crohn disease
hsa-miR-200b-3p,Colorectal cancer
hsa-miR-200b-3p,Autoimmune diseases
hsa-miR-200b-3p,Graft vs host disease
hsa-miR-200b-3p,Prostatic neoplasms
hsa-miR-200b-3p,Cholestatic liver injury
hsa-miR-200b-3p,Esophageal squamous cell carcinoma
hsa-miR-200c-3p,Idiopathic pulmonary fibrosis
hsa-miR-200c-3p,Multiple sclerosis chronic progressive
hsa-miR-200c-3p,Gastric cancer
hsa-miR-200c-3p,Stomach cancer
hsa-miR-200c-3p,Alzheimer disease
hsa-miR-200c-3p,Bladder cancer
hsa-miR-200c-3p,Urinary bladder cancer
hsa-miR-200c-3p,Huntington disease
hsa-miR-200c-3p,Lung cancer
hsa-miR-200c-3p,Endometrial cancer
hsa-miR-200c-3p,Primary pulmonary hypertension
hsa-miR-200c-3p,Breast cancer
hsa-miR-200c-3p,Breast neoplasms
hsa-miR-200c-3p,Cancer
hsa-miR-200c-3p,Pancreatic cancer
hsa-miR-200c-3p,Hepatitis C
hsa-miR-200c-3p,Melanoma
hsa-miR-200c-3p,Williams syndrome
hsa-miR-200c-3p,Colon cancer
hsa-miR-200c-3p,Multiple sclerosis relapsing-remitting
hsa-miR-200c-3p,Relapsing-remitting multiple sclerosis
hsa-miR-200c-3p,Endometrial adenocarcinoma
hsa-miR-200c-3p,Endometrial carcinoma
hsa-miR-200c-3p,Endometrial endometrioid carcinoma
hsa-miR-200c-3p,Glioblastoma
hsa-miR-200c-3p,Glioma
hsa-miR-200c-3p,Malignant glioma
hsa-miR-200c-3p,Non-small cell lung cancer
hsa-miR-200c-3p,Biliary tract cancer
hsa-miR-200c-3p,Cholangiocarcinoma
hsa-miR-200c-3p,Uterus leiomyosarcoma
hsa-miR-200c-3p,Ovarian endometrial cancer
hsa-miR-200c-3p,Colorectal cancer
hsa-miR-200c-3p,Nasopharynx carcinoma
hsa-miR-429,Colorectal carcinoma
hsa-miR-429,Fatty liver non-alcoholic
hsa-miR-429,Prostate cancer
hsa-miR-429,Gastric cancer
hsa-miR-429,Gastric neoplasms
hsa-miR-429,Stomach cancer
hsa-miR-429,Alzheimer disease
hsa-miR-429,Bladder cancer
hsa-miR-429,Urinary bladder cancer
hsa-miR-429,Urinary bladder neoplasms
hsa-miR-429,Carcinoma esophageal
hsa-miR-429,Lung cancer
hsa-miR-429,Endometrial cancer
hsa-miR-429,Endometrial neoplasms
hsa-miR-429,Breast cancer
hsa-miR-429,Breast neoplasms
hsa-miR-429,Cancer
hsa-miR-429,Neoplasms
hsa-miR-429,Pancreatic cancer
hsa-miR-429,Pancreatic neoplasms
hsa-miR-429,Malignant melanoma
hsa-miR-429,Melanoma
hsa-miR-429,Nephroblastoma
hsa-miR-429,Ovarian cancer
hsa-miR-429,Ovarian neoplasms
hsa-miR-429,Endometrial endometrioid carcinoma
hsa-miR-429,Glomerulonephritis
hsa-miR-429,Glioblastoma
hsa-miR-429,Astrocytoma
hsa-miR-429,Glioma
hsa-miR-429,Malignant glioma
hsa-miR-429,Osteosarcoma
hsa-miR-429,Mesenchymal cancer
hsa-miR-429,Mesenchymal cell neoplasm
hsa-miR-429,Adenocarcinoma pancreatic ductal
hsa-miR-429,Liver cancer
hsa-miR-429,Liver neoplasms
hsa-miR-429,Lung adenocarcinoma
hsa-miR-429,Carcinoma renal cell
hsa-miR-429,Renal cell carcinoma
hsa-miR-429,Biliary tract cancer
hsa-miR-429,Carcinoma ehrlich tumor
hsa-miR-429,Ehrlich tumor carcinoma
hsa-miR-429,Carcinoma hepatocellular
hsa-miR-429,Hepatocellular carcinoma
hsa-miR-429,Ulcerative colitis
hsa-miR-429,Mouth neoplasms
hsa-miR-429,Crohn disease
hsa-miR-429,Colorectal cancer
hsa-miR-429,Colorectal neoplasms
hsa-miR-429,Myocardial ischemia
hsa-miR-185-5p,Idiopathic pulmonary fibrosis
hsa-miR-185-5p,Prostate cancer
hsa-miR-185-5p,Melanoma
hsa-miR-185-5p,Glioblastoma
hsa-miR-185-5p,Non-small cell lung cancer
hsa-miR-185-5p,Early hepatocellular carcinoma
hsa-miR-185-5p,Hepatocellular carcinoma
hsa-miR-185-5p,Neuroblastoma
hsa-miR-185-5p,Colorectal cancer
hsa-miR-185-5p,Cardiomegaly
hsa-miR-4306,Breast neoplasms
hsa-miR-455-5p,Alzheimer disease
hsa-miR-455-5p,Colon cancer
hsa-miR-455-5p,Hepatocellular carcinoma
hsa-miR-24-3p,Multiple sclerosis chronic progressive
hsa-miR-24-3p,Tongue squamous cell carcinoma
hsa-miR-24-3p,Oral squamous cell carcinoma
hsa-miR-24-3p,Alzheimer disease
hsa-miR-24-3p,Bladder cancer
hsa-miR-24-3p,Lung cancer
hsa-miR-24-3p,Glioblastoma
hsa-miR-24-3p,Astrocytoma
hsa-miR-24-3p,Osteosarcoma
hsa-miR-24-3p,Lung small cell carcinoma
hsa-miR-24-3p,Small cell lung cancer
hsa-miR-24-3p,Schizophrenia
hsa-miR-24-3p,Heart failure
hsa-miR-24-3p,Hepatocellular carcinoma
hsa-miR-24-3p,Hodgkin lymphoma
hsa-miR-24-3p,Acute myeloid leukemia
hsa-miR-24-3p,Colorectal cancer
hsa-miR-24-3p,Colorectal neoplasms
hsa-miR-24-3p,Cardiac hypertrophy
hsa-miR-24-3p,Vesicular stomatitis
hsa-miR-150-5p,Medulloblastoma
hsa-miR-150-5p,Lymphoma
hsa-miR-150-5p,Malignant lymphoma
hsa-miR-150-5p,Chronic lymphocytic leukemia
hsa-miR-150-5p,Osteoporosis
hsa-miR-150-5p,Non-small cell lung cancer
hsa-miR-150-5p,Papillary thyroid carcinoma
hsa-miR-150-5p,Neuroblastoma
hsa-miR-150-5p,Esophageal squamous cell carcinoma
hsa-miR-150-5p,Cardiomegaly
hsa-miR-136-5p,Breast cancer
hsa-miR-136-5p,Breast neoplasms
hsa-miR-136-5p,Colon cancer
hsa-miR-136-5p,Glioma
hsa-miR-136-5p,Malignant glioma
hsa-miR-136-5p,Lung adenocarcinoma
hsa-miR-136-5p,Osteoarthritis
hsa-miR-136-5p,Ischemia/reperfusion injury
hsa-miR-122-5p,Disease of metabolism
hsa-miR-122-5p,Gastric cancer
hsa-miR-122-5p,Primary biliary cirrhosis
hsa-miR-122-5p,Cardiovascular disease
hsa-miR-122-5p,Breast cancer
hsa-miR-122-5p,Breast neoplasms
hsa-miR-122-5p,HCV
hsa-miR-122-5p,Hepatitis B
hsa-miR-122-5p,Glioma
hsa-miR-122-5p,Malignant glioma
hsa-miR-122-5p,Pancreatic ductal adenocarcinoma
hsa-miR-122-5p,Early hepatocellular carcinoma
hsa-miR-122-5p,HBV+ hepatocellular carcinoma
hsa-miR-122-5p,Hepatocelluar carcinoma
hsa-miR-122-5p,Hepatocellular carcinoma
hsa-miR-122-5p,Osteoarthritis
hsa-miR-122-5p,Type 2 diabetes mellitus
hsa-miR-122-5p,Fatty liver disease
hsa-miR-122-5p,Infection
hsa-miR-122-5p,Acute liver failure
hsa-miR-122-5p,Liver failure acute
hsa-miR-122-5p,Non-alcoholic fatty liver disease
hsa-miR-421,Gastric cancer
hsa-miR-421,Gastric neoplasms
hsa-miR-421,Stomach cancer
hsa-miR-421,Hypertension
hsa-miR-421,Heart disease
hsa-miR-421,Ataxia telangiectasia
hsa-miR-421,Squamous cell carcinoma
hsa-miR-421,Pulmonary tuberculosis
hsa-miR-421,Tuberculosis pulmonary
hsa-miR-421,Gastrointestinal neoplasms
hsa-miR-421,Squamous cell carcinoma skin or unspecific
hsa-miR-421,Osteosarcoma
hsa-miR-421,Gastric carcinoma
hsa-miR-421,Stomach carcinoma
hsa-miR-421,Carcinoma hepatocellular
hsa-miR-421,Hepatocellular carcinoma
hsa-miR-421,Neuroblastoma
hsa-miR-505-3p,Alzheimer disease
hsa-miR-505-3p,Hypertension
hsa-miR-374a-5p,Alzheimer disease
hsa-miR-374a-5p,Melanoma
hsa-miR-374a-5p,Osteosarcoma
hsa-miR-374b-5p,Alzheimer disease
hsa-miR-374b-5p,Stroke lacunar
hsa-miR-124-3p,Inflammatory bowel disease
hsa-miR-124-3p,Multiple sclerosis chronic progressive
hsa-miR-124-3p,Oral squamous cell carcinoma
hsa-miR-124-3p,Medulloblastoma
hsa-miR-124-3p,Precursor cell lymphoblastic leukemia-lymphoma
hsa-miR-124-3p,Chronic lymphocytic leukemia
hsa-miR-124-3p,Alzheimer disease
hsa-miR-124-3p,Alzheimer disease susceptibility to
hsa-miR-124-3p,Bladder cancer
hsa-miR-124-3p,Seizures
hsa-miR-124-3p,Chorea
hsa-miR-124-3p,Lung cancer
hsa-miR-124-3p,Fragile x syndrome
hsa-miR-124-3p,Parkinson disease
hsa-miR-124-3p,Breast cancer
hsa-miR-124-3p,Breast neoplasms
hsa-miR-124-3p,Cancer
hsa-miR-124-3p,Hepatitis C
hsa-miR-124-3p,Melanoma
hsa-miR-124-3p,Multiple sclerosis relapsing-remitting
hsa-miR-124-3p,Relapsing-remitting multiple sclerosis
hsa-miR-124-3p,Cerebellar disease
hsa-miR-124-3p,Glioblastoma
hsa-miR-124-3p,Astrocytoma
hsa-miR-124-3p,Glioma
hsa-miR-124-3p,malignant glioma
hsa-miR-124-3p,Teratocarcinoma
hsa-miR-124-3p,Osteosarcoma
hsa-miR-124-3p,Ewing sarcoma
hsa-miR-124-3p,Carcinoma lung non-small-cell
hsa-miR-124-3p,Non-small cell lung cancer
hsa-miR-124-3p,Cervical cancer
hsa-miR-124-3p,Renal clear cell carcinoma
hsa-miR-124-3p,Cholangiocarcinoma
hsa-miR-124-3p,Uveal melanoma
hsa-miR-124-3p,Bladder transitional cell carcinoma
hsa-miR-124-3p,Progressive supranuclear palsy
hsa-miR-124-3p,Hepatocellular carcinoma
hsa-miR-124-3p,Retinoblastoma
hsa-miR-124-3p,Neuroblastoma
hsa-miR-124-3p,Tongue cancer
hsa-miR-124-3p,Colorectal cancer
hsa-miR-124-3p,Nasopharyngeal carcinoma
hsa-miR-124-3p,Leukemia lymphoblastic acute
hsa-miR-124-3p,Uterine cervical neoplasms
hsa-miR-124-3p,Cerebellar neurodegeneration
hsa-miR-124-3p,Cholestatic liver injury
hsa-miR-27a-3p,Multiple sclerosis chronic progressive
hsa-miR-27a-3p,Gastric cancer
hsa-miR-27a-3p,Stomach cancer
hsa-miR-27a-3p,Alzheimer disease
hsa-miR-27a-3p,Hand foot and mouth disease
hsa-miR-27a-3p,Osteoporosis
hsa-miR-27a-3p,Leukemia
hsa-miR-27a-3p,Uterine fibroid
hsa-miR-27a-3p,Breast cancer
hsa-miR-27a-3p,Breast neoplasms
hsa-miR-27a-3p,Melanoma
hsa-miR-27a-3p,Multiple sclerosis relapsing-remitting
hsa-miR-27a-3p,Relapsing-remitting multiple sclerosis
hsa-miR-27a-3p,Ovarian cancer
hsa-miR-27a-3p,Gastric adenocarcinoma
hsa-miR-27a-3p,Pancreatic adenocarcinoma
hsa-miR-27a-3p,Early hepatocellular carcinoma
hsa-miR-27a-3p,Hepatocellular carcinoma
hsa-miR-27a-3p,Rheumatoid arthritis
hsa-miR-27a-3p,Colorectal cancer
hsa-miR-27a-3p,Nasopharyngeal carcinoma
hsa-miR-27a-3p,Diabetes mellitus
hsa-miR-27a-3p,Type 2 diabetes mellitus
hsa-miR-27a-3p,Esophageal squamous cell carcinoma
hsa-miR-27a-3p,Cardiomegaly
hsa-miR-27b-3p,Multiple sclerosis chronic progressive
hsa-miR-27b-3p,Gastric cancer
hsa-miR-27b-3p,Stomach cancer
hsa-miR-27b-3p,Alzheimer disease
hsa-miR-27b-3p,Primary pulmonary hypertension
hsa-miR-27b-3p,Breast cancer
hsa-miR-27b-3p,Breast neoplasms
hsa-miR-27b-3p,Multiple sclerosis relapsing-remitting
hsa-miR-27b-3p,Relapsing-remitting multiple sclerosis
hsa-miR-27b-3p,Glioma
hsa-miR-27b-3p,Malignant glioma
hsa-miR-27b-3p,Cholangiocarcinoma
hsa-miR-27b-3p,Diabetes mellitus
hsa-miR-27b-3p,Type 2 diabetes mellitus
hsa-miR-27b-3p,Cardiomegaly
hsa-miR-362-3p,Gastric cancer
hsa-miR-362-3p,Breast cancer
hsa-miR-362-3p,Breast neoplasms
hsa-miR-362-3p,Hepatocellular carcinoma
hsa-miR-362-3p,Colorectal cancer
hsa-miR-495-3p,Gastric cancer
hsa-miR-495-3p,Stomach cancer
hsa-miR-495-3p,Leukemia
hsa-miR-495-3p,Breast cancer
hsa-miR-495-3p,Breast neoplasms
hsa-miR-495-3p,Osteosarcoma
hsa-miR-495-3p,Coronary artery disease
hsa-miR-495-3p,Acute myeloid leukemia with mixed lineage leukemia
hsa-miR-495-3p,Ovarian epithelial cancer
hsa-miR-142-3p,Multiple sclerosis chronic progressive
hsa-miR-142-3p,Precursor cell lymphoblastic leukemia-lymphoma
hsa-miR-142-3p,Breast cancer
hsa-miR-142-3p,Breast neoplasms
hsa-miR-142-3p,Relapsing-remitting multiple sclerosis
hsa-miR-142-3p,Ovarian cancer
hsa-miR-142-3p,Asthma
hsa-miR-142-3p,Kidney diseases
hsa-miR-142-3p,Hepatocellular carcinoma
hsa-miR-142-3p,Osteoarthritis
