lncRNA,disease
PRKCQ-AS1,Burkitt lymphoma
PRKCQ-AS1,Degenerative disc disease
PRKCQ-AS1,Colorectal cancer
PRKCQ-AS1,Obesity
PRKCQ-AS1,Esophageal squamous cell carcinoma
PRKCQ-AS1,Uterine cervical neoplasms
PRKCQ-AS1,Fever
PRKCQ-AS1,Stroke lacunar
PRKCQ-AS1,Oral squamous cell carcinoma
PRKCQ-AS1,Triple negative breast cancer
PRKCQ-AS1,Lung cancer
PRKCQ-AS1,Hereditary spastic paraplegia
PRKCQ-AS1,Lung adenocarcinoma
PRKCQ-AS1,Cholangiocarcinoma
PRKCQ-AS1,Prostatic neoplasms
PRKCQ-AS1,Lymphoblastic lymphoma
PRKCQ-AS1,Thyroid carcinoma anaplastic
PRKCQ-AS1,Thyroid adenomas
PRKCQ-AS1,Glioblastoma
PRKCQ-AS1,Notch-induced t-cell acute lymphoblastic leukemia
PRKCQ-AS1,T-cell acute lymphoblastic leukemia
PRKCQ-AS1,Cowden disease
PRKCQ-AS1,Neuroblastoma
PRKCQ-AS1,Lymphosarcoma
PRKCQ-AS1,Acute myelogenous leukemia
PRKCQ-AS1,Acute myeloid leukemia
PRKCQ-AS1,Multiple myeloma
PRKCQ-AS1,Chronic pain
PRKCQ-AS1,Medulloblastoma
PRKCQ-AS1,Malignant lymphoma
PRKCQ-AS1,Encephalitis japanese
PRKCQ-AS1,Fragile x syndrome
PRKCQ-AS1,Malignant melanoma
PRKCQ-AS1,Coronary artery disease
PRKCQ-AS1,Myasthenia gravis autoimmune experimental
PRKCQ-AS1,B-cell lymphoma
PRKCQ-AS1,B-cell non-hodgkin lymphoma
PRKCQ-AS1,Crohn disease
PRKCQ-AS1,Intermediate coronary syndrome
PRKCQ-AS1,Vogt-koyanagi-harada disease
PRKCQ-AS1,Renal carcinoma
VIM-AS1,Gastric cancer
VIM-AS1,Stomach cancer
VIM-AS1,Uterine fibroid
VIM-AS1,Lung cancer
VIM-AS1,Breast cancer
VIM-AS1,Breast neoplasms
VIM-AS1,Multiple sclerosis relapsing-remitting
VIM-AS1,Relapsing-remitting multiple sclerosis
VIM-AS1,Follicular thyroid carcinoma
ST8SIA6-AS1,Multiple sclerosis chronic progressive
ST8SIA6-AS1,Precursor cell lymphoblastic leukemia-lymphoma
ST8SIA6-AS1,Breast cancer
ST8SIA6-AS1,Breast neoplasms
ST8SIA6-AS1,Relapsing-remitting multiple sclerosis
ST8SIA6-AS1,Ovarian cancer
ST8SIA6-AS1,Asthma
ST8SIA6-AS1,Kidney diseases
ST8SIA6-AS1,Hepatocellular carcinoma
ST8SIA6-AS1,Osteoarthritis
ST8SIA6-AS1,Acute myeloid leukemia
WAC-AS1,Breast cancer
WAC-AS1,Medulloblastoma
WAC-AS1,Prostate cancer
WAC-AS1,Gastric cancer
WAC-AS1,Stomach cancer
WAC-AS1,Bladder cancer
WAC-AS1,Pancreatic cancer
WAC-AS1,Astrocytoma
WAC-AS1,Glioma
WAC-AS1,malignant glioma
WAC-AS1,Epilepsy temporal lobe
WAC-AS1,Lung carcinoma
WAC-AS1,Carcinoma lung non-small-cell
WAC-AS1,Non-small cell lung cancer
WAC-AS1,Acute myocardial infarction
WAC-AS1,Uterine cervical neoplasms
WAC-AS1,Cardiac hypertrophy
WAC-AS1,Prostatic neoplasms
WAC-AS1,Multiple sclerosis relapsing-remitting
WAC-AS1,Relapsing-remitting multiple sclerosis
WAC-AS1,Pancreatic neoplasms
WAC-AS1,Papillary thyroid carcinoma
WAC-AS1,Idiopathic pulmonary fibrosis
WAC-AS1,Tongue squamous cell carcinoma
WAC-AS1,Retinitis pigmentosa
WAC-AS1,Alzheimer disease
WAC-AS1,Breast neoplasms
WAC-AS1,Melanoma
WAC-AS1,Hereditary spastic paraplegia
WAC-AS1,Bladder urothelial carcinoma
WAC-AS1,Hepatocellular carcinoma
WAC-AS1,Liver hepatocellular carcinoma
WAC-AS1,Colorectal cancer
ZNF503-AS2,Alzheimer disease
ZNF503-AS2,Japanese encephalitis
ZNF503-AS2,Myotonic dystrophy
ZNF503-AS2,Lung cancer bone metastasis
ZNF503-AS2,Glioma
ZNF503-AS2,Malignant glioma
ZNF503-AS2,Hepatocellular carcinoma
ZNF503-AS2,Medulloblastoma
ZNF503-AS2,Multiple myeloma
ZNF503-AS2,Obesity
NUTM2B-AS1,Idiopathic pulmonary fibrosis
NUTM2B-AS1,Prostate cancer
NUTM2B-AS1,Melanoma
NUTM2B-AS1,Glioblastoma
NUTM2B-AS1,Non-small cell lung cancer
NUTM2B-AS1,Early hepatocellular carcinoma
NUTM2B-AS1,Hepatocellular carcinoma
NUTM2B-AS1,Neuroblastoma
NUTM2B-AS1,Colorectal cancer
NUTM2B-AS1,Cardiomegaly
NUTM2B-AS1,Multiple sclerosis chronic progressive
NUTM2B-AS1,Triple negative breast cancer
NUTM2B-AS1,Thyroid carcinoma anaplastic
NUTM2B-AS1,Gastric cancer
NUTM2B-AS1,Stomach cancer
NUTM2B-AS1,Alzheimer disease
NUTM2B-AS1,Uterine fibroid
NUTM2B-AS1,Breast cancer
NUTM2B-AS1,Thyroid cancer
NUTM2B-AS1,Glioma
NUTM2B-AS1,Malignant glioma
NUTM2B-AS1,Osteosarcoma
NUTM2B-AS1,Liver cancer
NUTM2B-AS1,Bladder urothelial carcinoma
NUTM2B-AS1,Osteoarthritis
NUTM2B-AS1,Glomerular disease
NUTM2B-AS1,Glomerulosclerosis
NUTM2B-AS1,Medulloblastoma
NUTM2B-AS1,Hypertension
NUTM2B-AS1,Cardiovascular disease
NUTM2B-AS1,Breast neoplasms
NUTM2B-AS1,Amyotrophic lateral sclerosis
NUTM2B-AS1,Carcinoma lung non-small-cell
NUTM2B-AS1,Stroke
NUTM2B-AS1,Bladder cancer
NUTM2B-AS1,Cerebellar disease
NUTM2B-AS1,Non-small cell lung adenocarcinoma
NUTM2B-AS1,Aortic valve disease
NUTM2B-AS1,Diabetic nephropathies
NUTM2B-AS1,Cardiac hypertrophy
NUTM2B-AS1,Sclerosis
NUTM2B-AS1,Cerebellar neurodegeneration
NUTM2B-AS1,Anaplastic thyroid carcinoma
NUTM2B-AS1,Chronic lymphocytic leukemia
NUTM2B-AS1,Colon cancer
NUTM2B-AS1,Multiple sclerosis relapsing-remitting
NUTM2B-AS1,Relapsing-remitting multiple sclerosis
NUTM2B-AS1,Urinary bladder cancer
NUTM2B-AS1,Castration-resistant prostate cancer
NUTM2B-AS1,Chorea
NUTM2B-AS1,Intrahepatic cholestasis
NUTM2B-AS1,Acute myocarditis
NUTM2B-AS1,Skin cancer
NUTM2B-AS1,Kidney renal clear cell carcinoma
NUTM2B-AS1,Renal cell carcinoma
NUTM2B-AS1,Cholangiocarcinoma
NUTM2B-AS1,Laryngeal squamous cell carcinoma
NUTM2B-AS1,Gastrointestinal stromal tumor
NUTM2B-AS1,Malignant melanoma
NUTM2B-AS1,Liver neoplasms
NUTM2B-AS1,Lung carcinoma
NUTM2B-AS1,HBV+ hepatocellular carcinoma
NUTM2B-AS1,Rheumatoid arthritis
NUTM2B-AS1,Polycystic liver disease
NUTM2B-AS1,Estrogen-receptor positive breast cancer
NUTM2B-AS1,Acute promyelocytic leukemia
NUTM2B-AS1,B-cell chronic lymphocytic leukemia
NUTM2B-AS1,Endometrial cancer
NUTM2B-AS1,Pituitary neoplasms
NUTM2B-AS1,Pancreatic cancer
NUTM2B-AS1,Ovarian cancer
NUTM2B-AS1,Chronic myeloid leukemia
NUTM2B-AS1,Myeloid leukemia
NUTM2B-AS1,Multiple myeloma
NUTM2B-AS1,Myeloma
NUTM2B-AS1,Encephalitis japanese
NUTM2B-AS1,Mantle cell lymphoma
NUTM2B-AS1,Oral squamous cell carcinoma
NUTM2B-AS1,Malaria
NUTM2B-AS1,Down syndrome
NUTM2B-AS1,Cancer
NUTM2B-AS1,Astrocytoma
NUTM2B-AS1,Carcinoma lung non small cell
NUTM2B-AS1,Heart failure
NUTM2B-AS1,Juvenile rheumatoid arthritis
NUTM2B-AS1,Ulcerative colitis
NUTM2B-AS1,Stroke lacunar
NUTM2B-AS1,Pheochromocytoma
NUTM2B-AS1,Paraganglioma
NUTM2B-AS1,Hirschsprung disease
NUTM2B-AS1,Adrenocortical cancer
NUTM2B-AS1,Adrenocortical carcinoma
NUTM2B-AS1,Schizophrenia
NUTM2B-AS1,Parkinson disease
NUTM2B-AS1,Squamous cell carcinoma
NUTM2B-AS1,Vascular diseases
NUTM2B-AS1,Ovarian neoplasms
NUTM2B-AS1,Lung adenocarcinoma
NUTM2B-AS1,Thyroid carcinoma
NUTM2B-AS1,Cervical cancer
NUTM2B-AS1,Intrahepatic cholangiocarcinoma
NUTM2B-AS1,Pulmonary hypertension
NUTM2B-AS1,Lung cancer
NUTM2B-AS1,Papillary thyroid carcinoma
NUTM2B-AS1,Gastric neoplasms
NUTM2B-AS1,Heart disease
NUTM2B-AS1,Ataxia telangiectasia
NUTM2B-AS1,Pulmonary tuberculosis
NUTM2B-AS1,Tuberculosis pulmonary
NUTM2B-AS1,Gastrointestinal neoplasms
NUTM2B-AS1,Squamous cell carcinoma skin or unspecific
NUTM2B-AS1,Gastric carcinoma
NUTM2B-AS1,Stomach carcinoma
NUTM2B-AS1,Carcinoma hepatocellular
NUTM2B-AS1,Esophageal squamous cell carcinoma
NUTM2B-AS1,Uterine cervical neoplasms
NUTM2A-AS1,Idiopathic pulmonary fibrosis
NUTM2A-AS1,Estrogen-receptor positive breast cancer
NUTM2A-AS1,Prostate cancer
NUTM2A-AS1,Chronic lymphocytic leukemia
NUTM2A-AS1,Gastric cancer
NUTM2A-AS1,Stomach cancer
NUTM2A-AS1,Sarcoma
NUTM2A-AS1,Uterine leiomyoma
NUTM2A-AS1,Lung cancer
NUTM2A-AS1,Breast cancer
NUTM2A-AS1,Breast neoplasms
NUTM2A-AS1,Squamous cell carcinoma
NUTM2A-AS1,Malignant melanoma
NUTM2A-AS1,Melanoma
NUTM2A-AS1,Ovarian cancer
NUTM2A-AS1,Ovarian neoplasms
NUTM2A-AS1,Laryngeal cancer
NUTM2A-AS1,Laryngeal carcinoma
NUTM2A-AS1,Myoma
NUTM2A-AS1,Glioblastoma
NUTM2A-AS1,Lipoma
NUTM2A-AS1,Amyotrophic lateral sclerosis
NUTM2A-AS1,Ewing sarcoma
NUTM2A-AS1,Pancreatic ductal adenocarcinoma
NUTM2A-AS1,Lafora disease
NUTM2A-AS1,Carcinoma lung non-small-cell
NUTM2A-AS1,Non-small cell lung cancer cell
NUTM2A-AS1,Scleroderma
NUTM2A-AS1,Cholangiocarcinoma
NUTM2A-AS1,Adenoma
NUTM2A-AS1,Early hepatocellular carcinoma
NUTM2A-AS1,HBV+ hepatocellular carcinoma
NUTM2A-AS1,Hepatocellular carcinoma
NUTM2A-AS1,Neuroblastoma
NUTM2A-AS1,Hodgkin lymphoma
NUTM2A-AS1,Burkitt lymphoma
NUTM2A-AS1,Colorectal cancer
NUTM2A-AS1,Multiple myeloma
NUTM2A-AS1,Hamartoma
NUTM2A-AS1,Malignant cholangiocyte
NUTM2A-AS1,Diffuse large b cell lymphoma
NUTM2A-AS1,Middle cerebral artery infarction
NUTM2A-AS1,Myasthenia gravis
NUTM2A-AS1,Reperfusion injury
NUTM2A-AS1,Oral squamous cell carcinoma
NUTM2A-AS1,Stroke
NUTM2A-AS1,Oestrogen receptor-positive postmenopausal breast cancer
NUTM2A-AS1,Alzheimer disease
NUTM2A-AS1,Papillary thyroid carcinoma
NUTM2A-AS1,Epithelial ovarian cancer
NUTM2A-AS1,Aldh1+ cancer stem cells
NUTM2A-AS1,Anencephaly
NUTM2A-AS1,Neurofibromatosis 1
NUTM2A-AS1,Pancreatic cancer
NUTM2A-AS1,Cerebellar disease
NUTM2A-AS1,Non-small cell lung cancer
NUTM2A-AS1,Esophageal cancer
NUTM2A-AS1,Hepatoma
NUTM2A-AS1,Cardiomegaly
NUTM2A-AS1,Acute promyelocytic leukemia
NUTM2A-AS1,Colorectal carcinoma
NUTM2A-AS1,Prostate neoplasms
NUTM2A-AS1,Gastric neoplasms
NUTM2A-AS1,Urinary bladder cancer
NUTM2A-AS1,Urinary bladder neoplasms
NUTM2A-AS1,Head and neck neoplasms
NUTM2A-AS1,Lung neoplasms
NUTM2A-AS1,Cancer
NUTM2A-AS1,Neoplasms
NUTM2A-AS1,Pituitary neoplasms
NUTM2A-AS1,Pancreatic neoplasms
NUTM2A-AS1,Hepatitis c virus infection
NUTM2A-AS1,Colon cancer
NUTM2A-AS1,Acute kidney injury
NUTM2A-AS1,Glioma
NUTM2A-AS1,Malignant glioma
NUTM2A-AS1,Gastrointestinal neoplasms
NUTM2A-AS1,Gastrointestinal system cancer
NUTM2A-AS1,Osteosarcoma
NUTM2A-AS1,Renal clear cell carcinoma
NUTM2A-AS1,Schizophrenia
NUTM2A-AS1,Myocardial infarction
NUTM2A-AS1,Carcinoma hepatocellular
NUTM2A-AS1,Diabetes mellitus type 2
NUTM2A-AS1,Type 2 diabetes mellitus
NUTM2A-AS1,Esophageal squamous cell carcinoma
NUTM2A-AS1,Bladder cancer
NUTM2A-AS1,Primary biliary cirrhosis
NUTM2A-AS1,Endometrial cancer
NUTM2A-AS1,Laryngeal squamous cell carcinoma
NUTM2A-AS1,Kidney renal clear cell carcinoma
NUTM2A-AS1,Renal cell carcinoma
NUTM2A-AS1,Multiple sclerosis chronic progressive
NUTM2A-AS1,Spinocerebellar ataxia type 1
NUTM2A-AS1,Myeloid neoplasm
NUTM2A-AS1,Prostate carcinoma
NUTM2A-AS1,Multiple sclerosis relapsing-remitting
NUTM2A-AS1,Relapsing-remitting multiple sclerosis
NUTM2A-AS1,Infantile hemangioma
NUTM2A-AS1,Non-small cell lung adenocarcinoma
NUTM2A-AS1,Cervical cancer
NUTM2A-AS1,Nasopharyngeal carcinoma
NUTM2A-AS1,Diabetes mellitus
NUTM2A-AS1,Pituitary adenoma
NUTM2A-AS1,T-cell leukemia
NUTM2A-AS1,Diabetic nephropathies
NUTM2A-AS1,Tongue squamous cell carcinoma
NUTM2A-AS1,Medulloblastoma
NUTM2A-AS1,Anaplastic thyroid carcinoma
NUTM2A-AS1,Fragile x syndrome
NUTM2A-AS1,Astrocytoma
NUTM2A-AS1,Gallbladder cancer
NUTM2A-AS1,Renal carcinoma
NUTM2A-AS1,Gallbladder carcinoma
NUTM2A-AS1,Head and neck squamous cell carcinoma
NUTM2A-AS1,Heart failure
NUTM2A-AS1,Retinoblastoma
NUTM2A-AS1,Osteoarthritis
NUTM2A-AS1,Prostatic neoplasms
NUTM2A-AS1,Myocardial ischemia
NUTM2A-AS1,Castration-resistant prostate cancer
NUTM2A-AS1,Chorea
NUTM2A-AS1,Intrahepatic cholestasis
NUTM2A-AS1,Acute myocarditis
NUTM2A-AS1,Bladder urothelial carcinoma
NUTM2A-AS1,Skin cancer
NUTM2A-AS1,Aortic valve disease
NUTM2A-AS1,Gastrointestinal stromal tumor
NUTM2A-AS1,Liver neoplasms
NUTM2A-AS1,Lung carcinoma
NUTM2A-AS1,Rheumatoid arthritis
NUTM2A-AS1,Polycystic liver disease
NUTM2A-AS1,B-cell chronic lymphocytic leukemia
NUTM2A-AS1,Chronic myeloid leukemia
NUTM2A-AS1,Myeloid leukemia
NUTM2A-AS1,Myeloma
NUTM2A-AS1,Encephalitis japanese
NUTM2A-AS1,Cardiac hypertrophy
NUTM2A-AS1,Mantle cell lymphoma
NUTM2A-AS1,Malaria
NUTM2A-AS1,Down syndrome
NUTM2A-AS1,Carcinoma lung non small cell
NUTM2A-AS1,Juvenile rheumatoid arthritis
NUTM2A-AS1,Ulcerative colitis
NUTM2A-AS1,Stroke lacunar
NUTM2A-AS1,Pheochromocytoma
NUTM2A-AS1,Paraganglioma
NUTM2A-AS1,Hirschsprung disease
NUTM2A-AS1,Thyroid cancer
NUTM2A-AS1,Adrenocortical cancer
NUTM2A-AS1,Adrenocortical carcinoma
NUTM2A-AS1,Lymphoplasmacytic lymphoma
NUTM2A-AS1,Waldenstrom macroglobulinemia
NUTM2A-AS1,Leukemia lymphocytic chronic b-cell
NUTM2A-AS1,Pre-eclampsia
NUTM2A-AS1,Duchenne muscular dystrophy
NUTM2A-AS1,Muscular dystrophy duchenne
NUTM2A-AS1,Facial paralysis
NUTM2A-AS1,Carcinoma endometrioid endometrial
NUTM2A-AS1,Endometrial carcinoma
NUTM2A-AS1,Pulmonary tuberculosis
NUTM2A-AS1,Rhabdomyosarcoma
NUTM2A-AS1,Coronary artery disease
NUTM2A-AS1,Carcinoma breast
NUTM2A-AS1,Lung squamous cell carcinoma
NUTM2A-AS1,Lung adenocarcinoma
NUTM2A-AS1,Muscle diseases
NUTM2A-AS1,Carcinoma renal cell
NUTM2A-AS1,Squamous cell carcinoma head and neck
NUTM2A-AS1,Bronchopulmonary dysplasia
NUTM2A-AS1,Inflammation
NUTM2A-AS1,Vascular hypertrophy
NUTM2A-AS1,Parkinson disease
NUTM2A-AS1,Vascular diseases
NUTM2A-AS1,Thyroid carcinoma
NUTM2A-AS1,Intrahepatic cholangiocarcinoma
NUTM2A-AS1,Pulmonary hypertension
NUTM2A-AS1,Vogt-koyanagi-harada disease
NUTM2A-AS1,Chronic pain
NUTM2A-AS1,Glomerulosclerosis
NUTM2A-AS1,Lymphoma
NUTM2A-AS1,Neuroblastoma with 1p36 deletion
NUTM2A-AS1,Uterine fibroid
NUTM2A-AS1,Tuberous sclerosis
NUTM2A-AS1,Glioblastoma multiforme
NUTM2A-AS1,Chronic obstructive pulmonary disease
NUTM2A-AS1,Bipolar disorder
NUTM2A-AS1,Pulmonary fibrosis
NUTM2A-AS1,Uveal melanoma
NUTM2A-AS1,Acute myelocytic leukemia
NUTM2A-AS1,Acute myeloid leukemia
NUTM2A-AS1,Nasopharynx carcinoma
NUTM2A-AS1,Ovarian epithelial cancer
NUTM2A-AS1,Triple negative breast cancer
NUTM2A-AS1,Melioidosis
NUTM2A-AS1,Hepatitis C
NUTM2A-AS1,Colon neoplasms
NUTM2A-AS1,Liver cancer
NUTM2A-AS1,Adenocarcinoma gastric
NUTM2A-AS1,Gastric adenocarcinoma
NUTM2A-AS1,Adenocarcinoma lung
NUTM2A-AS1,Carcinoma adrenocortical
NUTM2A-AS1,Salivary gland cancer
NUTM2A-AS1,Salivary gland neoplasms
NUTM2A-AS1,Uterine cervical neoplasms
NUTM2A-AS1,Leukemia
NUTM2A-AS1,Myocarditis
NUTM2A-AS1,Degenerative disc disease
NUTM2A-AS1,Myotrophin
LINC00863,Medulloblastoma
LINC00863,Prostate cancer
LINC00863,Gastric cancer
LINC00863,Stomach cancer
LINC00863,Bladder cancer
LINC00863,Pancreatic cancer
LINC00863,Astrocytoma
LINC00863,Glioma
LINC00863,malignant glioma
LINC00863,Epilepsy temporal lobe
LINC00863,Lung carcinoma
LINC00863,Carcinoma lung non-small-cell
LINC00863,Non-small cell lung cancer
LINC00863,Acute myocardial infarction
LINC00863,Uterine cervical neoplasms
LINC00863,Cardiac hypertrophy
LINC00863,Prostatic neoplasms
ENTPD1-AS1,Oral squamous cell carcinoma
ENTPD1-AS1,Triple negative breast cancer
ENTPD1-AS1,Prostate cancer
ENTPD1-AS1,Bladder cancer
ENTPD1-AS1,Lung cancer
ENTPD1-AS1,Breast cancer
ENTPD1-AS1,Breast neoplasms
ENTPD1-AS1,Melanoma
ENTPD1-AS1,Hereditary spastic paraplegia
ENTPD1-AS1,Lung adenocarcinoma
ENTPD1-AS1,Cholangiocarcinoma
ENTPD1-AS1,Hepatocellular carcinoma
ENTPD1-AS1,Uterine cervical neoplasms
ENTPD1-AS1,Prostatic neoplasms
ENTPD1-AS1,Multiple sclerosis chronic progressive
ENTPD1-AS1,Gastric cancer
ENTPD1-AS1,Stomach cancer
ENTPD1-AS1,Alzheimer disease
ENTPD1-AS1,Hand foot and mouth disease
ENTPD1-AS1,Osteoporosis
ENTPD1-AS1,Leukemia
ENTPD1-AS1,Uterine fibroid
ENTPD1-AS1,Multiple sclerosis relapsing-remitting
ENTPD1-AS1,Relapsing-remitting multiple sclerosis
ENTPD1-AS1,Ovarian cancer
ENTPD1-AS1,Gastric adenocarcinoma
ENTPD1-AS1,Pancreatic adenocarcinoma
ENTPD1-AS1,Early hepatocellular carcinoma
ENTPD1-AS1,Rheumatoid arthritis
ENTPD1-AS1,Colorectal cancer
ENTPD1-AS1,Nasopharyngeal carcinoma
ENTPD1-AS1,Diabetes mellitus
ENTPD1-AS1,Type 2 diabetes mellitus
ENTPD1-AS1,Esophageal squamous cell carcinoma
ENTPD1-AS1,Cardiomegaly
ENTPD1-AS1,Primary pulmonary hypertension
ENTPD1-AS1,Glioma
ENTPD1-AS1,Malignant glioma
ENTPD1-AS1,Squamous cell carcinoma
ENTPD1-AS1,Vascular diseases
ENTPD1-AS1,Colon cancer
OLMALINC,Idiopathic pulmonary fibrosis
OLMALINC,Estrogen-receptor positive breast cancer
OLMALINC,Prostate cancer
OLMALINC,Chronic lymphocytic leukemia
OLMALINC,Gastric cancer
OLMALINC,Stomach cancer
OLMALINC,Sarcoma
OLMALINC,Uterine leiomyoma
OLMALINC,Lung cancer
OLMALINC,Breast cancer
OLMALINC,Breast neoplasms
OLMALINC,Squamous cell carcinoma
OLMALINC,Malignant melanoma
OLMALINC,Melanoma
OLMALINC,Ovarian cancer
OLMALINC,Ovarian neoplasms
OLMALINC,Laryngeal cancer
OLMALINC,Laryngeal carcinoma
OLMALINC,Myoma
OLMALINC,Glioblastoma
OLMALINC,Lipoma
OLMALINC,Amyotrophic lateral sclerosis
OLMALINC,Ewing sarcoma
OLMALINC,Pancreatic ductal adenocarcinoma
OLMALINC,Lafora disease
OLMALINC,Carcinoma lung non-small-cell
OLMALINC,Non-small cell lung cancer cell
OLMALINC,Scleroderma
OLMALINC,Cholangiocarcinoma
OLMALINC,Adenoma
OLMALINC,Early hepatocellular carcinoma
OLMALINC,HBV+ hepatocellular carcinoma
OLMALINC,Hepatocellular carcinoma
OLMALINC,Neuroblastoma
OLMALINC,Hodgkin lymphoma
OLMALINC,Burkitt lymphoma
OLMALINC,Colorectal cancer
OLMALINC,Multiple myeloma
OLMALINC,Hamartoma
OLMALINC,Malignant cholangiocyte
OLMALINC,Diffuse large b cell lymphoma
OLMALINC,Middle cerebral artery infarction
OLMALINC,Myasthenia gravis
OLMALINC,Reperfusion injury
OLMALINC,Oral squamous cell carcinoma
OLMALINC,Stroke
OLMALINC,Oestrogen receptor-positive postmenopausal breast cancer
OLMALINC,Alzheimer disease
OLMALINC,Papillary thyroid carcinoma
OLMALINC,Epithelial ovarian cancer
OLMALINC,Aldh1+ cancer stem cells
OLMALINC,Bladder cancer
OLMALINC,Primary biliary cirrhosis
OLMALINC,Endometrial cancer
OLMALINC,Pancreatic cancer
OLMALINC,Colon cancer
OLMALINC,Laryngeal squamous cell carcinoma
OLMALINC,Glioma
OLMALINC,Malignant glioma
OLMALINC,Osteosarcoma
OLMALINC,Non-small cell lung cancer
OLMALINC,Kidney renal clear cell carcinoma
OLMALINC,Renal cell carcinoma
OLMALINC,Thalassemia
OLMALINC,Uterine fibroid
OLMALINC,Thyroid cancer
OLMALINC,Thyroid adenomas
OLMALINC,Astrocytoma
OLMALINC,Renal clear cell carcinoma
OLMALINC,Melioidosis
OLMALINC,Leukemia
OLMALINC,Head and neck squamous cell carcinoma
OLMALINC,Myocarditis
OLMALINC,Degenerative disc disease
OLMALINC,Myotrophin
LBX1-AS1,Oral squamous cell carcinoma
LBX1-AS1,Triple negative breast cancer
LBX1-AS1,Prostate cancer
LBX1-AS1,Bladder cancer
LBX1-AS1,Lung cancer
LBX1-AS1,Breast cancer
LBX1-AS1,Breast neoplasms
LBX1-AS1,Melanoma
LBX1-AS1,Hereditary spastic paraplegia
LBX1-AS1,Lung adenocarcinoma
LBX1-AS1,Cholangiocarcinoma
LBX1-AS1,Hepatocellular carcinoma
LBX1-AS1,Uterine cervical neoplasms
LBX1-AS1,Prostatic neoplasms
LBX1-AS1,Squamous cell carcinoma
LBX1-AS1,Glioblastoma
LBX1-AS1,Osteosarcoma
C10orf95-AS1,Gastric cancer
C10orf95-AS1,Stomach cancer
C10orf95-AS1,Alzheimer disease
C10orf95-AS1,Bladder cancer
C10orf95-AS1,Primary biliary cirrhosis
C10orf95-AS1,Lung cancer
C10orf95-AS1,Endometrial cancer
C10orf95-AS1,Breast cancer
C10orf95-AS1,Breast neoplasms
C10orf95-AS1,Pancreatic cancer
C10orf95-AS1,Malignant melanoma
C10orf95-AS1,Melanoma
C10orf95-AS1,Colon cancer
C10orf95-AS1,Laryngeal squamous cell carcinoma
C10orf95-AS1,Glioblastoma
C10orf95-AS1,Glioma
C10orf95-AS1,Malignant glioma
C10orf95-AS1,Osteosarcoma
C10orf95-AS1,Non-small cell lung cancer
C10orf95-AS1,Kidney renal clear cell carcinoma
C10orf95-AS1,Renal cell carcinoma
C10orf95-AS1,Hepatocellular carcinoma
C10orf95-AS1,Colorectal cancer
C10orf95-AS1,Multiple sclerosis chronic progressive
C10orf95-AS1,Medulloblastoma
C10orf95-AS1,Multiple sclerosis relapsing-remitting
C10orf95-AS1,Thyroid adenomas
C10orf95-AS1,Liver hepatocellular carcinoma
C10orf95-AS1,Classic hodgkin lymphoma
C10orf95-AS1,Hodgkin lymphoma
C10orf95-AS1,Wounds and injuries
C10orf95-AS1,Atherosclerosis
C10orf95-AS1,Peutz-jeghers syndrome
C10orf95-AS1,Carcinoma lung non-small-cell
C10orf95-AS1,Prostate cancer
C10orf95-AS1,Astrocytoma
C10orf95-AS1,Epilepsy temporal lobe
C10orf95-AS1,Lung carcinoma
C10orf95-AS1,Acute myocardial infarction
C10orf95-AS1,Uterine cervical neoplasms
C10orf95-AS1,Cardiac hypertrophy
C10orf95-AS1,Prostatic neoplasms
C10orf95-AS1,Neuroblastoma
C10orf95-AS1,Colorectal carcinoma
C10orf95-AS1,Neurodegenerative diseases
C10orf95-AS1,Relapsing-remitting multiple sclerosis
C10orf95-AS1,Cervical cancer
C10orf95-AS1,Liver neoplasms
CASC2,Multiple sclerosis chronic progressive
CASC2,Triple negative breast cancer
CASC2,Thyroid carcinoma anaplastic
CASC2,Carotid stenosis
CASC2,Lung cancer
CASC2,Breast cancer
CASC2,Breast neoplasms
CASC2,Multiple sclerosis relapsing-remitting
CASC2,Relapsing-remitting multiple sclerosis
CASC2,Non-small cell lung cancer
CASC2,Renal cell carcinoma
CASC2,Hepatocellular carcinoma
CASC2,Neuroblastoma
CASC2,Colorectal cancer
CASC2,Colorectal neoplasms
CASC2,Nasopharyngeal carcinoma
CASC2,Cardiomegaly
GRK5-IT1,Gastric cancer
GRK5-IT1,Stomach cancer
GRK5-IT1,Uterine fibroid
GRK5-IT1,Lung cancer
GRK5-IT1,Breast cancer
GRK5-IT1,Breast neoplasms
GRK5-IT1,Multiple sclerosis relapsing-remitting
GRK5-IT1,Relapsing-remitting multiple sclerosis
GRK5-IT1,Follicular thyroid carcinoma
EDRF1-DT,Polycystic liver disease
EDRF1-DT,Multiple sclerosis chronic progressive
EDRF1-DT,Estrogen-receptor positive breast cancer
EDRF1-DT,Acute promyelocytic leukemia
EDRF1-DT,B-cell chronic lymphocytic leukemia
EDRF1-DT,Chronic lymphocytic leukemia
EDRF1-DT,Endometrial cancer
EDRF1-DT,Breast cancer
EDRF1-DT,Breast neoplasms
EDRF1-DT,Pituitary neoplasms
EDRF1-DT,Pancreatic cancer
EDRF1-DT,Malignant melanoma
EDRF1-DT,Melanoma
EDRF1-DT,Multiple sclerosis relapsing-remitting
EDRF1-DT,Relapsing-remitting multiple sclerosis
EDRF1-DT,Ovarian cancer
EDRF1-DT,Glioma
EDRF1-DT,Malignant glioma
