miRNA,disease
hsa-miR-205-5p,Rheumatoid Arthritis
hsa-miR-205-5p,Sarcoma
hsa-miR-205-5p,Skin Cutaneous Melanoma
hsa-miR-205-5p,Stomach Adenocarcinoma
hsa-miR-205-5p,T-Cell Leukemia
hsa-miR-205-5p,Thyroid Carcinoma
hsa-miR-205-5p,Triple-Negative Breast Cancer
hsa-miR-205-5p,Type 1 Diabetes Mellitus
hsa-miR-205-5p,Uterine Cancer
hsa-miR-205-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-210-3p,Acute Cerebral Infarction
hsa-miR-210-3p,Acute Lymphoblastic Leukemia
hsa-miR-210-3p,Acute Myeloblastic Leukemia
hsa-miR-210-3p,Acute Myeloid Leukemia
hsa-miR-210-3p,Acute Myocardial Infarction
hsa-miR-210-3p,Acute Promyelocytic Leukemia
hsa-miR-210-3p,Adenocarcinoma
hsa-miR-210-3p,Adolescent Idiopathic Scoliosis
hsa-miR-210-3p,Adrenal Cortical Carcinoma
hsa-miR-210-3p,Adrenocortical Cancer
hsa-miR-210-3p,Adrenocortical Carcinoma
hsa-miR-210-3p,Alzheimer Disease
hsa-miR-210-3p,Amyotrophic Lateral Sclerosis
hsa-miR-210-3p,Arteriosclerotic Cardiovascular Disease
hsa-miR-210-3p,Asthma
hsa-miR-210-3p,Astrocytoma
hsa-miR-210-3p,Atherosclerosis
hsa-miR-210-3p,B-Cell Lymphoma
hsa-miR-210-3p,Biliary Atresia
hsa-miR-210-3p,Bladder Cancer
hsa-miR-210-3p,Bladder Urothelial Carcinoma
hsa-miR-210-3p,Breast Cancer
hsa-miR-210-3p,Breast Carcinoma
hsa-miR-210-3p,Breast Invasive Carcinoma
hsa-miR-210-3p,Burkitt Lymphoma
hsa-miR-210-3p,Cancer
hsa-miR-210-3p,Carcinoma
hsa-miR-210-3p,Cardiovascular Disease
hsa-miR-210-3p,Cell Renal Cell Carcinoma
hsa-miR-210-3p,Cerebral Ischemia
hsa-miR-210-3p,Cervical Cancer
hsa-miR-210-3p,Cervical Squamous Cell Carcinoma
hsa-miR-210-3p,Cholangiocarcinoma
hsa-miR-210-3p,Chronic Hepatitis B
hsa-miR-210-3p,Chronic Kidney Disease
hsa-miR-210-3p,Chronic Lymphocytic Leukemia
hsa-miR-210-3p,Chronic Obstructive Pulmonary Disease
hsa-miR-210-3p,Clear Cell Renal Cell Carcinoma
hsa-miR-210-3p,Colon Cancer
hsa-miR-210-3p,Colorectal Cancer
hsa-miR-210-3p,Colorectal Carcinoma
hsa-miR-210-3p,Congenital Heart Defect
hsa-miR-210-3p,Coronary Artery Disease
hsa-miR-210-3p,Coronary Heart Disease
hsa-miR-210-3p,Cryptorchidism
hsa-miR-210-3p,Dermatomyositis
hsa-miR-210-3p,Diabetes Mellitus
hsa-miR-210-3p,Diabetic Retinopathy
hsa-miR-210-3p,Diffuse Large B-Cell Lymphoma
hsa-miR-210-3p,Dilated Cardiomyopathy
hsa-miR-210-3p,Duchenne Muscular Dystrophy
hsa-miR-210-3p,Endometrial Adenocarcinoma
hsa-miR-210-3p,Endometrial Cancer
hsa-miR-210-3p,Endometriosis
hsa-miR-210-3p,Ependymoma
hsa-miR-210-3p,Epilepsy
hsa-miR-210-3p,Esophageal Adenocarcinoma
hsa-miR-210-3p,Esophageal Cancer
hsa-miR-210-3p,Esophageal Carcinoma
hsa-miR-210-3p,Esophagus Squamous Cell Carcinoma
hsa-miR-210-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-210-3p,Ewing Sarcoma
hsa-miR-210-3p,Follicular Thyroid Carcinoma
hsa-miR-210-3p,Frontotemporal Dementia
hsa-miR-210-3p,Gastric Adenocarcinoma
hsa-miR-210-3p,Gastric Cancer
hsa-miR-210-3p,Gastrointestinal Stromal Tumor
hsa-miR-210-3p,Gastrointestinal System Cancer
hsa-miR-210-3p,Gestational Diabetes Mellitus
hsa-miR-210-3p,Glioblastoma
hsa-miR-210-3p,Glioblastoma Multiforme
hsa-miR-210-3p,Glioma
hsa-miR-210-3p,Head And Neck Cancer
hsa-miR-210-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-210-3p,Hemangioma
hsa-miR-210-3p,Hepatitis B
hsa-miR-210-3p,Hepatoblastoma
hsa-miR-210-3p,Hepatocellular Carcinoma
hsa-miR-210-3p,Her2-Receptor Positive Breast Cancer
hsa-miR-210-3p,Hodgkin's Lymphoma
hsa-miR-210-3p,Idiopathic Pulmonary Fibrosis
hsa-miR-210-3p,Inflammation
hsa-miR-210-3p,Intervertebral Disc Degeneration
hsa-miR-210-3p,Intracranial Aneurysm
hsa-miR-210-3p,Intrahepatic Cholangiocarcinoma
hsa-miR-210-3p,Kawasaki Disease
hsa-miR-210-3p,Kidney Cancer
hsa-miR-210-3p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-210-3p,Laryngeal Cancer
hsa-miR-210-3p,Laryngeal Squamous Cell Carcinoma
hsa-miR-210-3p,Leiomyoma
hsa-miR-210-3p,Leukemia
hsa-miR-210-3p,Liver Cancer
hsa-miR-210-3p,Liver Cirrhosis
hsa-miR-210-3p,Lung Adenocarcinoma
hsa-miR-210-3p,Lung Cancer
hsa-miR-210-3p,Lung Non-Small Cell Carcinoma
hsa-miR-210-3p,Lung Small Cell Carcinoma
hsa-miR-210-3p,Lung Squamous Cell Carcinoma
hsa-miR-210-3p,Lupus Nephritis
hsa-miR-210-3p,Lymphoma
hsa-miR-210-3p,Major Depressive Disorder
hsa-miR-210-3p,Malignant Glioma
hsa-miR-210-3p,Malignant Melanoma
hsa-miR-210-3p,Malignant Pleural Mesothelioma
hsa-miR-210-3p,Medulloblastoma
hsa-miR-210-3p,Melanoma
hsa-miR-210-3p,Meningioma
hsa-miR-210-3p,Multiple Myeloma
hsa-miR-210-3p,Multiple Sclerosis
hsa-miR-210-3p,Muscular Atrophy
hsa-miR-210-3p,Muscular Dystrophy
hsa-miR-210-3p,Myasthenia Gravis
hsa-miR-210-3p,Myelodysplastic Syndrome
hsa-miR-210-3p,Myeloproliferative Neoplasm
hsa-miR-210-3p,Myocardial Infarction
hsa-miR-210-3p,Nephroblastoma
hsa-miR-210-3p,Nephrotic Syndrome
hsa-miR-210-3p,Nervous System Disease
hsa-miR-210-3p,Neuroblastoma
hsa-miR-210-3p,Non-Hodgkin Lymphoma
hsa-miR-210-3p,Non-Small Cell Lung Adenocarcinoma
hsa-miR-210-3p,Non-Small Cell Lung Cancer
hsa-miR-210-3p,Obesity
hsa-miR-210-3p,Oligodendroglioma
hsa-miR-210-3p,Oral Squamous Cell Carcinoma
hsa-miR-210-3p,Osteoarthritis
hsa-miR-210-3p,Osteonecrosis
hsa-miR-210-3p,Osteoporosis
hsa-miR-210-3p,Osteosarcoma
hsa-miR-210-3p,Ovarian Cancer
hsa-miR-210-3p,Ovarian Carcinoma
hsa-miR-210-3p,Pancreatic Adenocarcinoma
hsa-miR-210-3p,Pancreatic Cancer
hsa-miR-210-3p,Pancreatic Ductal Adenocarcinoma
hsa-miR-210-3p,Papillary Renal Cell Carcinoma
hsa-miR-210-3p,Parkinson Disease
hsa-miR-210-3p,Periodontitis
hsa-miR-210-3p,Peripheral Artery Disease
hsa-miR-210-3p,Pheochromocytoma
hsa-miR-210-3p,Pituitary Adenoma
hsa-miR-210-3p,Polycystic Ovary Syndrome
hsa-miR-210-3p,Pre-Eclampsia
hsa-miR-210-3p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-210-3p,Prostate Adenocarcinoma
hsa-miR-210-3p,Prostate Cancer
hsa-miR-210-3p,Prostate Neoplasm
hsa-miR-210-3p,Psoriasis
hsa-miR-210-3p,Pterygium
hsa-miR-210-3p,Pulmonary Hypertension
hsa-miR-210-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-210-3p,Renal Cell Carcinoma
hsa-miR-210-3p,Renal Clear Cell Carcinoma
hsa-miR-210-3p,Retinoblastoma
hsa-miR-210-3p,Rheumatoid Arthritis
hsa-miR-210-3p,Sarcoma
hsa-miR-210-3p,Sepsis
hsa-miR-210-3p,Small Cell Lung Cancer
hsa-miR-210-3p,Squamous Cell Carcinoma
hsa-miR-210-3p,Stomach Adenocarcinoma
hsa-miR-210-3p,Stomach Cancer
hsa-miR-210-3p,Systemic Lupus Erythematosus
hsa-miR-210-3p,Temporal Lobe Epilepsy
hsa-miR-210-3p,Thyroid Anaplastic Carcinoma
hsa-miR-210-3p,Thyroid Carcinoma
hsa-miR-210-3p,Triple-Negative Breast Cancer
hsa-miR-210-3p,Type 1 Diabetes Mellitus
hsa-miR-210-3p,Type 2 Diabetes Mellitus
hsa-miR-210-3p,Unstable Angina
hsa-miR-210-3p,Urinary Bladder Cancer
hsa-miR-210-3p,Uterine Cancer
hsa-miR-210-3p,Uterine Corpus Endometrial Carcinoma
hsa-miR-210-3p,Varicocele
hsa-miR-210-3p,Wilms Tumor
hsa-miR-211-5p,Alzheimer Disease
hsa-miR-211-5p,B-Cell Lymphoma
hsa-miR-211-5p,Bladder Cancer
hsa-miR-211-5p,Breast Cancer
hsa-miR-211-5p,Cancer
hsa-miR-211-5p,Cholangiocarcinoma
hsa-miR-211-5p,Colon Cancer
hsa-miR-211-5p,Colorectal Cancer
hsa-miR-211-5p,COVID-19
hsa-miR-211-5p,Cutaneous Melanoma
hsa-miR-211-5p,Esophageal Cancer
hsa-miR-211-5p,Gastric Cancer
hsa-miR-211-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-211-5p,Hepatocellular Carcinoma
hsa-miR-211-5p,Kidney Cancer
hsa-miR-211-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-211-5p,Liver Cancer
hsa-miR-211-5p,Lung Adenocarcinoma
hsa-miR-211-5p,Lung Cancer
hsa-miR-211-5p,Lung Squamous Cell Carcinoma
hsa-miR-211-5p,Melanoma
hsa-miR-211-5p,Nasopharynx Carcinoma
hsa-miR-211-5p,Nephroblastoma
hsa-miR-211-5p,Non-Small Cell Lung Cancer
hsa-miR-211-5p,Oral Carcinoma
hsa-miR-211-5p,Oral Squamous Cell Carcinoma
hsa-miR-211-5p,Osteoarthritis
hsa-miR-211-5p,Osteosarcoma
hsa-miR-211-5p,Ovarian Cancer
hsa-miR-211-5p,Papillary Renal Cell Carcinoma
hsa-miR-211-5p,Parkinson Disease
hsa-miR-211-5p,Pre-Eclampsia
hsa-miR-211-5p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-211-5p,Prostate Cancer
hsa-miR-211-5p,Pterygium
hsa-miR-211-5p,Sepsis
hsa-miR-211-5p,Skin Cutaneous Melanoma
hsa-miR-211-5p,Synovial Sarcoma
hsa-miR-211-5p,Thyroid Cancer
hsa-miR-211-5p,Triple-Negative Breast Cancer
hsa-miR-211-5p,Uterine Cancer
hsa-miR-212-3p,Acute Lymphoblastic Leukemia
hsa-miR-212-3p,Adenocarcinoma
hsa-miR-212-3p,Adrenocortical Carcinoma
hsa-miR-212-3p,Alcoholic Liver Disease
hsa-miR-212-3p,Alzheimer Disease
hsa-miR-212-3p,Amyotrophic Lateral Sclerosis
hsa-miR-212-3p,Autism
hsa-miR-212-3p,Autism Spectrum Disorder
hsa-miR-212-3p,B-Cell Lymphoma
hsa-miR-212-3p,Bladder Urothelial Carcinoma
hsa-miR-212-3p,Breast Cancer
hsa-miR-212-3p,Burkitt Lymphoma
hsa-miR-212-3p,Cancer
hsa-miR-212-3p,Carcinoma
hsa-miR-212-3p,Cardiovascular Disease
hsa-miR-212-3p,Cervical Cancer
hsa-miR-212-3p,Cholangiocarcinoma
hsa-miR-212-3p,Chronic Lymphocytic Leukemia
hsa-miR-212-3p,Chronic Myeloid Leukemia
hsa-miR-212-3p,Clear Cell Renal Cell Carcinoma
hsa-miR-212-3p,Cocaine Abuse
hsa-miR-212-3p,Colon Adenocarcinoma
hsa-miR-212-3p,Colon Cancer
hsa-miR-212-3p,Colorectal Cancer
hsa-miR-212-3p,Crohn's Disease
hsa-miR-212-3p,Diabetes Mellitus
hsa-miR-212-3p,Dilated Cardiomyopathy
hsa-miR-212-3p,Duchenne Muscular Dystrophy
hsa-miR-212-3p,Epilepsy
hsa-miR-212-3p,Esophagus Squamous Cell Carcinoma
hsa-miR-212-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-212-3p,Fragile X Syndrome
hsa-miR-212-3p,Frontotemporal Dementia
hsa-miR-212-3p,Gastric Cancer
hsa-miR-212-3p,Glaucoma
hsa-miR-212-3p,Glioblastoma
hsa-miR-212-3p,Glioma
hsa-miR-212-3p,Growth Hormone-Secreting Pituitary Adenoma
hsa-miR-212-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-212-3p,Hepatocellular Carcinoma
hsa-miR-212-3p,Her2-Receptor Positive Breast Cancer
hsa-miR-212-3p,High-Grade Serous Ovarian Cancer
hsa-miR-212-3p,Hirschsprung's Disease
hsa-miR-212-3p,Huntington's Disease
hsa-miR-212-3p,Hypertension
hsa-miR-212-3p,Inflammation
hsa-miR-212-3p,Intrahepatic Cholangiocarcinoma
hsa-miR-212-3p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-212-3p,Laryngeal Squamous Cell Carcinoma
hsa-miR-212-3p,Leiomyoma
hsa-miR-212-3p,Leukemia
hsa-miR-212-3p,Liver Disease
hsa-miR-212-3p,Lung Adenocarcinoma
hsa-miR-212-3p,Lung Cancer
hsa-miR-212-3p,Lung Fibrosis
hsa-miR-212-3p,Lung Non-Small Cell Carcinoma
hsa-miR-212-3p,Lung Squamous Cell Carcinoma
hsa-miR-212-3p,Lymphoma
hsa-miR-212-3p,Major Depressive Disorder
hsa-miR-212-3p,Malignant Glioma
hsa-miR-212-3p,Malignant Pleural Mesothelioma
hsa-miR-212-3p,Medulloblastoma
hsa-miR-212-3p,Melanoma
hsa-miR-212-3p,Multiple Sclerosis
hsa-miR-212-3p,Myocardial Infarction
hsa-miR-212-3p,Nasopharynx Cancer
hsa-miR-212-3p,Nasopharynx Carcinoma
hsa-miR-212-3p,Nephroblastoma
hsa-miR-212-3p,Neuroblastoma
hsa-miR-212-3p,Non-Hodgkin Lymphoma
hsa-miR-212-3p,Non-Small Cell Lung Cancer
hsa-miR-212-3p,Oral Squamous Cell Carcinoma
hsa-miR-212-3p,Osteoporosis
hsa-miR-212-3p,Osteosarcoma
hsa-miR-212-3p,Ovarian Cancer
hsa-miR-212-3p,Ovarian Carcinoma
hsa-miR-212-3p,Ovarian Clear Cell Carcinoma
hsa-miR-212-3p,Pancreatic Adenocarcinoma
hsa-miR-212-3p,Pancreatic Cancer
hsa-miR-212-3p,Pancreatic Ductal Adenocarcinoma
hsa-miR-212-3p,Papillary Renal Cell Carcinoma
hsa-miR-212-3p,Parkinson Disease
hsa-miR-212-3p,Pituitary Adenoma
hsa-miR-212-3p,Pre-Eclampsia
hsa-miR-212-3p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-212-3p,Prostate Adenocarcinoma
hsa-miR-212-3p,Prostate Cancer
hsa-miR-212-3p,Prostate Neoplasm
hsa-miR-212-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-212-3p,Renal Cell Carcinoma
hsa-miR-212-3p,Renal Clear Cell Carcinoma
hsa-miR-212-3p,Rheumatoid Arthritis
hsa-miR-212-3p,Schizophrenia
hsa-miR-212-3p,Skin Cutaneous Melanoma
hsa-miR-212-3p,Squamous Cell Carcinoma
hsa-miR-212-3p,Stomach Cancer
hsa-miR-212-3p,Temporal Lobe Epilepsy
hsa-miR-212-3p,Thyroid Cancer
hsa-miR-212-3p,Thyroid Carcinoma
hsa-miR-212-3p,Type 1 Diabetes Mellitus
hsa-miR-212-3p,Urinary Bladder Cancer
hsa-miR-212-3p,Uterine Cancer
hsa-miR-212-3p,Uterine Corpus Endometrial Carcinoma
hsa-miR-212-3p,Uterine Leiomyoma
hsa-miR-212-3p,Wilms Tumor
hsa-miR-214-3p,Acute Lymphoblastic Leukemia
hsa-miR-214-3p,Acute Myeloid Leukemia
hsa-miR-214-3p,Acute Myocardial Infarction
hsa-miR-214-3p,Adenocarcinoma
hsa-miR-214-3p,Adolescent Idiopathic Scoliosis
hsa-miR-214-3p,Adrenocortical Cancer
hsa-miR-214-3p,Adrenocortical Carcinoma
hsa-miR-214-3p,Alzheimer Disease
hsa-miR-214-3p,Amyotrophic Lateral Sclerosis
hsa-miR-214-3p,Ankylosing Spondylitis
hsa-miR-214-3p,Atherosclerosis
hsa-miR-214-3p,B-Cell Lymphoma
hsa-miR-214-3p,Bladder Cancer
hsa-miR-214-3p,Bladder Urothelial Carcinoma
hsa-miR-214-3p,Bone Disease
hsa-miR-214-3p,Breast Cancer
hsa-miR-214-3p,Breast Invasive Carcinoma
hsa-miR-214-3p,Burkitt Lymphoma
hsa-miR-214-3p,Calcific Aortic Valve Disease
hsa-miR-214-3p,Cancer
hsa-miR-214-3p,Carcinoma
hsa-miR-214-3p,Cardiomyopathy
hsa-miR-214-3p,Cardiovascular Disease
hsa-miR-214-3p,Cervical Cancer
hsa-miR-214-3p,Cervical Squamous Cell Carcinoma
hsa-miR-214-3p,Cholangiocarcinoma
hsa-miR-214-3p,Chromophobe Renal Cell Carcinoma
hsa-miR-214-3p,Chronic Kidney Disease
hsa-miR-214-3p,Chronic Obstructive Pulmonary Disease
hsa-miR-214-3p,Clear Cell Renal Cell Carcinoma
hsa-miR-214-3p,Colon Adenocarcinoma
hsa-miR-214-3p,Colon Cancer
hsa-miR-214-3p,Colorectal Cancer
hsa-miR-214-3p,Colorectal Carcinoma
hsa-miR-214-3p,Congenital Heart Defect
hsa-miR-214-3p,Coronary Artery Disease
hsa-miR-214-3p,COVID-19
hsa-miR-214-3p,Cutaneous Squamous Cell Carcinoma
hsa-miR-214-3p,Dermatomyositis
hsa-miR-214-3p,Diabetes Mellitus
hsa-miR-214-3p,Diabetic Nephropathy
hsa-miR-214-3p,Differentiated Thyroid Carcinoma
hsa-miR-214-3p,Diffuse Large B-Cell Lymphoma
hsa-miR-214-3p,Dilated Cardiomyopathy
hsa-miR-214-3p,Duchenne Muscular Dystrophy
hsa-miR-214-3p,Embryonal Cancer
hsa-miR-214-3p,Embryonal Tumor
hsa-miR-214-3p,Endometriosis
hsa-miR-214-3p,Epilepsy
hsa-miR-214-3p,Esophageal Cancer
hsa-miR-214-3p,Esophagus Squamous Cell Carcinoma
hsa-miR-214-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-214-3p,Fracture
hsa-miR-214-3p,Gallbladder Cancer
hsa-miR-214-3p,Gastric Adenocarcinoma
hsa-miR-214-3p,Gastric Cancer
hsa-miR-214-3p,Gastrointestinal Stromal Tumor
hsa-miR-214-3p,Glioblastoma
hsa-miR-214-3p,Glioma
hsa-miR-214-3p,Head And Neck Cancer
hsa-miR-214-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-214-3p,Hepatoblastoma
hsa-miR-214-3p,Hepatocellular Carcinoma
hsa-miR-214-3p,Her2-Receptor Positive Breast Cancer
hsa-miR-214-3p,Hereditary Hemorrhagic Telangiectasia
hsa-miR-214-3p,Hodgkin's Lymphoma
hsa-miR-214-3p,Huntington's Disease
hsa-miR-214-3p,Hypertension
hsa-miR-214-3p,Hypertrophic Cardiomyopathy
hsa-miR-214-3p,Idiopathic Pulmonary Fibrosis
hsa-miR-214-3p,Intracranial Aneurysm
hsa-miR-214-3p,Intrahepatic Cholangiocarcinoma
hsa-miR-214-3p,Kidney Cancer
hsa-miR-214-3p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-214-3p,Laryngeal Cancer
hsa-miR-214-3p,Leiomyoma
hsa-miR-214-3p,Leukemia
hsa-miR-214-3p,Liver Cancer
hsa-miR-214-3p,Liver Disease
hsa-miR-214-3p,Liver Fibrosis
hsa-miR-214-3p,Lung Adenocarcinoma
hsa-miR-214-3p,Lung Cancer
hsa-miR-214-3p,Lung Fibrosis
hsa-miR-214-3p,Lung Non-Small Cell Carcinoma
hsa-miR-214-3p,Lung Small Cell Carcinoma
hsa-miR-214-3p,Lung Squamous Cell Cancer
hsa-miR-214-3p,Lymphoma
hsa-miR-214-3p,Malignant Glioma
hsa-miR-214-3p,Malignant Melanoma
hsa-miR-214-3p,Medulloblastoma
hsa-miR-214-3p,Melanoma
hsa-miR-214-3p,Metabolic Syndrome
hsa-miR-214-3p,Multiple Myeloma
hsa-miR-214-3p,Multiple Sclerosis
hsa-miR-214-3p,Muscular Atrophy
hsa-miR-214-3p,Muscular Dystrophy
hsa-miR-214-3p,Myeloid Neoplasm
hsa-miR-214-3p,Myeloma
hsa-miR-214-3p,Myocardial Infarction
hsa-miR-214-3p,Nasopharynx Cancer
hsa-miR-214-3p,Nasopharynx Carcinoma
hsa-miR-214-3p,Nephroblastoma
hsa-miR-214-3p,Neuroblastoma
hsa-miR-214-3p,Neuroendocrine Neoplasm
hsa-miR-214-3p,Non-Small Cell Lung Cancer
hsa-miR-214-3p,Obesity
hsa-miR-214-3p,Oral Cancer
hsa-miR-214-3p,Oral Squamous Cell Carcinoma
hsa-miR-214-3p,Osteoarthritis
hsa-miR-214-3p,Osteoporosis
hsa-miR-214-3p,Osteosarcoma
hsa-miR-214-3p,Ovarian Cancer
hsa-miR-214-3p,Ovarian Carcinoma
hsa-miR-214-3p,Ovarian Clear Cell Carcinoma
hsa-miR-214-3p,Pancreatic Adenocarcinoma
hsa-miR-214-3p,Pancreatic Cancer
hsa-miR-214-3p,Pancreatic Carcinoma
hsa-miR-214-3p,Papillary Renal Cell Carcinoma
hsa-miR-214-3p,Papillary Thyroid Carcinoma
hsa-miR-214-3p,Parkinson Disease
hsa-miR-214-3p,Periodontitis
hsa-miR-214-3p,Pituitary Adenoma
hsa-miR-214-3p,Polycystic Ovary Syndrome
hsa-miR-214-3p,Pre-Eclampsia
hsa-miR-214-3p,Prostate Cancer
hsa-miR-214-3p,Prostate Neoplasm
hsa-miR-214-3p,Psoriasis
hsa-miR-214-3p,Pulmonary Artery Hypertension
hsa-miR-214-3p,Pulmonary Hypertension
hsa-miR-214-3p,Rectum Adenocarcinoma
hsa-miR-214-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-214-3p,Renal Cell Carcinoma
hsa-miR-214-3p,Renal Clear Cell Carcinoma
hsa-miR-214-3p,Renal Fibrosis
hsa-miR-214-3p,Retinoblastoma
hsa-miR-214-3p,Rhabdomyosarcoma
hsa-miR-214-3p,Rheumatoid Arthritis
hsa-miR-214-3p,Sarcoma
hsa-miR-214-3p,Sepsis
hsa-miR-214-3p,Skin Squamous Cell Carcinoma
hsa-miR-214-3p,Small Cell Lung Cancer
hsa-miR-214-3p,Squamous Cell Carcinoma
hsa-miR-214-3p,Stomach Adenocarcinoma
hsa-miR-214-3p,Stomach Cancer
hsa-miR-214-3p,Synovial Sarcoma
hsa-miR-214-3p,Systemic Sclerosis
hsa-miR-214-3p,T-Cell Leukemia
hsa-miR-214-3p,Temporal Lobe Epilepsy
hsa-miR-214-3p,Testicular Germ Cell Tumor
hsa-miR-214-3p,Thoracic Aortic Aneurysm
hsa-miR-214-3p,Thyroid Cancer
hsa-miR-214-3p,Thyroid Carcinoma
hsa-miR-214-3p,Tongue Squamous Cell Carcinoma
hsa-miR-214-3p,Triple-Negative Breast Cancer
hsa-miR-214-3p,Type 1 Diabetes Mellitus
hsa-miR-214-3p,Type 2 Diabetes Mellitus
hsa-miR-214-3p,Ulcerative Colitis
hsa-miR-214-3p,Urinary Bladder Cancer
hsa-miR-214-3p,Uterine Cervical Neoplasm
hsa-miR-214-3p,Uterine Corpus Endometrial Carcinoma
hsa-miR-214-3p,Vascular Disease
hsa-miR-214-3p,Wilms Tumor
hsa-miR-215-5p,Alzheimer Disease
hsa-miR-215-5p,Atrial Fibrillation
hsa-miR-215-5p,B-Cell Lymphoma
hsa-miR-215-5p,Bladder Urothelial Carcinoma
hsa-miR-215-5p,Breast Cancer
hsa-miR-215-5p,Breast Invasive Carcinoma
hsa-miR-215-5p,Burkitt Lymphoma
hsa-miR-215-5p,Cardiovascular Disease
hsa-miR-215-5p,Cholangiocarcinoma
hsa-miR-215-5p,Chromophobe Renal Cell Carcinoma
hsa-miR-215-5p,Colon Adenocarcinoma
hsa-miR-215-5p,Colon Cancer
hsa-miR-215-5p,Colorectal Cancer
hsa-miR-215-5p,COVID-19
hsa-miR-215-5p,Diabetic Nephropathy
hsa-miR-215-5p,Dilated Cardiomyopathy
hsa-miR-215-5p,Endometriosis
hsa-miR-215-5p,Esophageal Cancer
hsa-miR-215-5p,Esophageal Carcinoma
hsa-miR-215-5p,Follicular Thyroid Carcinoma
hsa-miR-215-5p,Gastric Adenocarcinoma
hsa-miR-215-5p,Gastric Cancer
hsa-miR-215-5p,Glioblastoma
hsa-miR-215-5p,Glioblastoma Multiforme
hsa-miR-215-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-215-5p,Hepatitis C
hsa-miR-215-5p,Hepatocellular Carcinoma
hsa-miR-215-5p,Hodgkin's Lymphoma
hsa-miR-215-5p,Idiopathic Pulmonary Fibrosis
hsa-miR-215-5p,Intracranial Aneurysm
hsa-miR-215-5p,Kidney Cancer
hsa-miR-215-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-215-5p,Leukemia
hsa-miR-215-5p,Liver Cirrhosis
hsa-miR-215-5p,Lung Adenocarcinoma
hsa-miR-215-5p,Lung Cancer
hsa-miR-215-5p,Lung Squamous Cell Carcinoma
hsa-miR-215-5p,Lymphoma
hsa-miR-215-5p,Major Depressive Disorder
hsa-miR-215-5p,Melanoma
hsa-miR-215-5p,Multiple Myeloma
hsa-miR-215-5p,Nasopharynx Carcinoma
hsa-miR-215-5p,Nephroblastoma
hsa-miR-215-5p,Non-Hodgkin Lymphoma
hsa-miR-215-5p,Osteoarthritis
hsa-miR-215-5p,Osteosarcoma
hsa-miR-215-5p,Pancreatic Adenocarcinoma
hsa-miR-215-5p,Pancreatic Cancer
hsa-miR-215-5p,Pancreatic Ductal Adenocarcinoma
hsa-miR-215-5p,Papillary Renal Cell Carcinoma
hsa-miR-215-5p,Parkinson Disease
hsa-miR-215-5p,Pre-Eclampsia
hsa-miR-215-5p,Prostate Adenocarcinoma
hsa-miR-215-5p,Prostate Cancer
hsa-miR-215-5p,Psoriasis
hsa-miR-215-5p,Rectum Adenocarcinoma
hsa-miR-215-5p,Renal Cell Carcinoma
hsa-miR-215-5p,Renal Clear Cell Carcinoma
hsa-miR-215-5p,Rheumatoid Arthritis
hsa-miR-215-5p,Skin Cutaneous Melanoma
hsa-miR-215-5p,Stomach Adenocarcinoma
hsa-miR-215-5p,T-Cell Leukemia
hsa-miR-215-5p,Thyroid Carcinoma
hsa-miR-215-5p,Tuberculosis
hsa-miR-215-5p,Uterine Cancer
hsa-miR-215-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-215-5p,Wilms Tumor
hsa-miR-216a-5p,Alzheimer Disease
hsa-miR-216a-5p,Breast Cancer
hsa-miR-216a-5p,Cancer
hsa-miR-216a-5p,Colon Adenocarcinoma
hsa-miR-216a-5p,Colon Cancer
hsa-miR-216a-5p,Colorectal Cancer
hsa-miR-216a-5p,Diabetic Nephropathy
hsa-miR-216a-5p,Ependymoma
hsa-miR-216a-5p,Esophageal Cancer
hsa-miR-216a-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-216a-5p,Gastric Adenocarcinoma
hsa-miR-216a-5p,Gastric Cancer
hsa-miR-216a-5p,Hepatocellular Cancer
hsa-miR-216a-5p,Hepatocellular Carcinoma
hsa-miR-216a-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-216a-5p,Idiopathic Pulmonary Fibrosis
hsa-miR-216a-5p,Kidney Renal Papillary Cell Carcinoma
