miRNA,disease
hsa-miR-455-5p,lymphoma
hsa-miR-4735-3p,lymphoma
hsa-miR-485-5p,lymphoma
hsa-miR-544a,lymphoma
hsa-miR-590-3p,lymphoma
hsa-miR-873-5p,lymphoma
hsa-miR-876-5p,lymphoma
hsa-miR-128-3p,malignant pleural mesothelioma
hsa-miR-1297,malignant pleural mesothelioma
hsa-miR-135a-5p,malignant pleural mesothelioma
hsa-miR-135b-5p,malignant pleural mesothelioma
hsa-miR-136-5p,malignant pleural mesothelioma
hsa-miR-18a-5p,malignant pleural mesothelioma
hsa-miR-18b-5p,malignant pleural mesothelioma
hsa-miR-196a-5p,malignant pleural mesothelioma
hsa-miR-196b-5p,malignant pleural mesothelioma
hsa-miR-205-5p,malignant pleural mesothelioma
hsa-miR-221-3p,malignant pleural mesothelioma
hsa-miR-222-3p,malignant pleural mesothelioma
hsa-miR-223-3p,malignant pleural mesothelioma
hsa-miR-23a-3p,malignant pleural mesothelioma
hsa-miR-23b-3p,malignant pleural mesothelioma
hsa-miR-23c,malignant pleural mesothelioma
hsa-miR-26a-5p,malignant pleural mesothelioma
hsa-miR-26b-5p,malignant pleural mesothelioma
hsa-miR-29a-3p,malignant pleural mesothelioma
hsa-miR-29b-3p,malignant pleural mesothelioma
hsa-miR-29c-3p,malignant pleural mesothelioma
hsa-miR-3167,malignant pleural mesothelioma
hsa-miR-346,malignant pleural mesothelioma
hsa-miR-361-5p,malignant pleural mesothelioma
hsa-miR-374a-5p,malignant pleural mesothelioma
hsa-miR-374b-5p,malignant pleural mesothelioma
hsa-miR-433-3p,malignant pleural mesothelioma
hsa-miR-4465,malignant pleural mesothelioma
hsa-miR-455-5p,malignant pleural mesothelioma
hsa-miR-4735-3p,malignant pleural mesothelioma
hsa-miR-485-5p,malignant pleural mesothelioma
hsa-miR-544a,malignant pleural mesothelioma
hsa-miR-590-3p,malignant pleural mesothelioma
hsa-miR-873-5p,malignant pleural mesothelioma
hsa-miR-876-5p,malignant pleural mesothelioma
hsa-miR-128-3p,mantle cell lymphoma
hsa-miR-1297,mantle cell lymphoma
hsa-miR-135a-5p,mantle cell lymphoma
hsa-miR-135b-5p,mantle cell lymphoma
hsa-miR-136-5p,mantle cell lymphoma
hsa-miR-18a-5p,mantle cell lymphoma
hsa-miR-18b-5p,mantle cell lymphoma
hsa-miR-196a-5p,mantle cell lymphoma
hsa-miR-196b-5p,mantle cell lymphoma
hsa-miR-205-5p,mantle cell lymphoma
hsa-miR-221-3p,mantle cell lymphoma
hsa-miR-222-3p,mantle cell lymphoma
hsa-miR-223-3p,mantle cell lymphoma
hsa-miR-23a-3p,mantle cell lymphoma
hsa-miR-23b-3p,mantle cell lymphoma
hsa-miR-23c,mantle cell lymphoma
hsa-miR-26a-5p,mantle cell lymphoma
hsa-miR-26b-5p,mantle cell lymphoma
hsa-miR-29a-3p,mantle cell lymphoma
hsa-miR-29b-3p,mantle cell lymphoma
hsa-miR-29c-3p,mantle cell lymphoma
hsa-miR-3167,mantle cell lymphoma
hsa-miR-346,mantle cell lymphoma
hsa-miR-361-5p,mantle cell lymphoma
hsa-miR-374a-5p,mantle cell lymphoma
hsa-miR-374b-5p,mantle cell lymphoma
hsa-miR-433-3p,mantle cell lymphoma
hsa-miR-4465,mantle cell lymphoma
hsa-miR-455-5p,mantle cell lymphoma
hsa-miR-4735-3p,mantle cell lymphoma
hsa-miR-485-5p,mantle cell lymphoma
hsa-miR-544a,mantle cell lymphoma
hsa-miR-590-3p,mantle cell lymphoma
hsa-miR-873-5p,mantle cell lymphoma
hsa-miR-876-5p,mantle cell lymphoma
hsa-miR-128-3p,melanoma
hsa-miR-1297,melanoma
hsa-miR-135a-5p,melanoma
hsa-miR-135b-5p,melanoma
hsa-miR-136-5p,melanoma
hsa-miR-18a-5p,melanoma
hsa-miR-18b-5p,melanoma
hsa-miR-196a-5p,melanoma
hsa-miR-196b-5p,melanoma
hsa-miR-205-5p,melanoma
hsa-miR-221-3p,melanoma
hsa-miR-222-3p,melanoma
hsa-miR-223-3p,melanoma
hsa-miR-23a-3p,melanoma
hsa-miR-23b-3p,melanoma
hsa-miR-23c,melanoma
hsa-miR-26a-5p,melanoma
hsa-miR-26b-5p,melanoma
hsa-miR-29a-3p,melanoma
hsa-miR-29b-3p,melanoma
hsa-miR-29c-3p,melanoma
hsa-miR-3167,melanoma
hsa-miR-346,melanoma
hsa-miR-361-5p,melanoma
hsa-miR-374a-5p,melanoma
hsa-miR-374b-5p,melanoma
hsa-miR-433-3p,melanoma
hsa-miR-4465,melanoma
hsa-miR-455-5p,melanoma
hsa-miR-4735-3p,melanoma
hsa-miR-485-5p,melanoma
hsa-miR-544a,melanoma
hsa-miR-590-3p,melanoma
hsa-miR-873-5p,melanoma
hsa-miR-876-5p,melanoma
hsa-miR-128-3p,multiple myeloma
hsa-miR-1297,multiple myeloma
hsa-miR-135a-5p,multiple myeloma
hsa-miR-135b-5p,multiple myeloma
hsa-miR-136-5p,multiple myeloma
hsa-miR-18a-5p,multiple myeloma
hsa-miR-18b-5p,multiple myeloma
hsa-miR-196a-5p,multiple myeloma
hsa-miR-196b-5p,multiple myeloma
hsa-miR-205-5p,multiple myeloma
hsa-miR-221-3p,multiple myeloma
hsa-miR-222-3p,multiple myeloma
hsa-miR-223-3p,multiple myeloma
hsa-miR-23a-3p,multiple myeloma
hsa-miR-23b-3p,multiple myeloma
hsa-miR-23c,multiple myeloma
hsa-miR-26a-5p,multiple myeloma
hsa-miR-26b-5p,multiple myeloma
hsa-miR-29a-3p,multiple myeloma
hsa-miR-29b-3p,multiple myeloma
hsa-miR-29c-3p,multiple myeloma
hsa-miR-3167,multiple myeloma
hsa-miR-346,multiple myeloma
hsa-miR-361-5p,multiple myeloma
hsa-miR-374a-5p,multiple myeloma
hsa-miR-374b-5p,multiple myeloma
hsa-miR-433-3p,multiple myeloma
hsa-miR-4465,multiple myeloma
hsa-miR-455-5p,multiple myeloma
hsa-miR-4735-3p,multiple myeloma
hsa-miR-485-5p,multiple myeloma
hsa-miR-544a,multiple myeloma
hsa-miR-590-3p,multiple myeloma
hsa-miR-873-5p,multiple myeloma
hsa-miR-876-5p,multiple myeloma
hsa-miR-128-3p,neuroblastoma
hsa-miR-1297,neuroblastoma
hsa-miR-135a-5p,neuroblastoma
hsa-miR-135b-5p,neuroblastoma
hsa-miR-136-5p,neuroblastoma
hsa-miR-18a-5p,neuroblastoma
hsa-miR-18b-5p,neuroblastoma
hsa-miR-205-5p,neuroblastoma
hsa-miR-221-3p,neuroblastoma
hsa-miR-222-3p,neuroblastoma
hsa-miR-23a-3p,neuroblastoma
hsa-miR-23b-3p,neuroblastoma
hsa-miR-23c,neuroblastoma
hsa-miR-26a-5p,neuroblastoma
hsa-miR-26b-5p,neuroblastoma
hsa-miR-29a-3p,neuroblastoma
hsa-miR-29b-3p,neuroblastoma
hsa-miR-29c-3p,neuroblastoma
hsa-miR-3167,neuroblastoma
hsa-miR-346,neuroblastoma
hsa-miR-361-5p,neuroblastoma
hsa-miR-374a-5p,neuroblastoma
hsa-miR-374b-5p,neuroblastoma
hsa-miR-433-3p,neuroblastoma
hsa-miR-4465,neuroblastoma
hsa-miR-455-5p,neuroblastoma
hsa-miR-4735-3p,neuroblastoma
hsa-miR-485-5p,neuroblastoma
hsa-miR-590-3p,neuroblastoma
hsa-miR-873-5p,neuroblastoma
hsa-miR-876-5p,neuroblastoma
hsa-miR-128-3p,osteoarthritis
hsa-miR-1297,osteoarthritis
hsa-miR-135a-5p,osteoarthritis
hsa-miR-135b-5p,osteoarthritis
hsa-miR-136-5p,osteoarthritis
hsa-miR-18a-5p,osteoarthritis
hsa-miR-18b-5p,osteoarthritis
hsa-miR-196a-5p,osteoarthritis
hsa-miR-196b-5p,osteoarthritis
hsa-miR-205-5p,osteoarthritis
hsa-miR-221-3p,osteoarthritis
hsa-miR-222-3p,osteoarthritis
hsa-miR-223-3p,osteoarthritis
hsa-miR-23a-3p,osteoarthritis
hsa-miR-23b-3p,osteoarthritis
hsa-miR-23c,osteoarthritis
hsa-miR-26a-5p,osteoarthritis
hsa-miR-26b-5p,osteoarthritis
hsa-miR-29a-3p,osteoarthritis
hsa-miR-29b-3p,osteoarthritis
hsa-miR-29c-3p,osteoarthritis
hsa-miR-3167,osteoarthritis
hsa-miR-346,osteoarthritis
hsa-miR-361-5p,osteoarthritis
hsa-miR-374a-5p,osteoarthritis
hsa-miR-374b-5p,osteoarthritis
hsa-miR-433-3p,osteoarthritis
hsa-miR-4465,osteoarthritis
hsa-miR-455-5p,osteoarthritis
hsa-miR-4735-3p,osteoarthritis
hsa-miR-485-5p,osteoarthritis
hsa-miR-544a,osteoarthritis
hsa-miR-590-3p,osteoarthritis
hsa-miR-873-5p,osteoarthritis
hsa-miR-876-5p,osteoarthritis
hsa-miR-128-3p,osteosarcoma
hsa-miR-1297,osteosarcoma
hsa-miR-135a-5p,osteosarcoma
hsa-miR-135b-5p,osteosarcoma
hsa-miR-136-5p,osteosarcoma
hsa-miR-196a-5p,osteosarcoma
hsa-miR-196b-5p,osteosarcoma
hsa-miR-205-5p,osteosarcoma
hsa-miR-221-3p,osteosarcoma
hsa-miR-222-3p,osteosarcoma
hsa-miR-223-3p,osteosarcoma
hsa-miR-23a-3p,osteosarcoma
hsa-miR-23b-3p,osteosarcoma
hsa-miR-23c,osteosarcoma
hsa-miR-26a-5p,osteosarcoma
hsa-miR-26b-5p,osteosarcoma
hsa-miR-29a-3p,osteosarcoma
hsa-miR-29b-3p,osteosarcoma
hsa-miR-29c-3p,osteosarcoma
hsa-miR-3167,osteosarcoma
hsa-miR-346,osteosarcoma
hsa-miR-361-5p,osteosarcoma
hsa-miR-374a-5p,osteosarcoma
hsa-miR-374b-5p,osteosarcoma
hsa-miR-433-3p,osteosarcoma
hsa-miR-4465,osteosarcoma
hsa-miR-455-5p,osteosarcoma
hsa-miR-485-5p,osteosarcoma
hsa-miR-544a,osteosarcoma
hsa-miR-590-3p,osteosarcoma
hsa-miR-873-5p,osteosarcoma
hsa-miR-876-5p,osteosarcoma
hsa-miR-128-3p,ovarian cancer
hsa-miR-1297,ovarian cancer
hsa-miR-135a-5p,ovarian cancer
hsa-miR-135b-5p,ovarian cancer
hsa-miR-18a-5p,ovarian cancer
hsa-miR-18b-5p,ovarian cancer
hsa-miR-196a-5p,ovarian cancer
hsa-miR-196b-5p,ovarian cancer
hsa-miR-205-5p,ovarian cancer
hsa-miR-221-3p,ovarian cancer
hsa-miR-222-3p,ovarian cancer
hsa-miR-223-3p,ovarian cancer
hsa-miR-23a-3p,ovarian cancer
hsa-miR-23b-3p,ovarian cancer
hsa-miR-23c,ovarian cancer
hsa-miR-26a-5p,ovarian cancer
hsa-miR-26b-5p,ovarian cancer
hsa-miR-29a-3p,ovarian cancer
hsa-miR-29b-3p,ovarian cancer
hsa-miR-29c-3p,ovarian cancer
hsa-miR-3167,ovarian cancer
hsa-miR-346,ovarian cancer
hsa-miR-361-5p,ovarian cancer
hsa-miR-374a-5p,ovarian cancer
hsa-miR-374b-5p,ovarian cancer
hsa-miR-433-3p,ovarian cancer
hsa-miR-4465,ovarian cancer
hsa-miR-455-5p,ovarian cancer
hsa-miR-4735-3p,ovarian cancer
hsa-miR-485-5p,ovarian cancer
hsa-miR-544a,ovarian cancer
hsa-miR-590-3p,ovarian cancer
hsa-miR-873-5p,ovarian cancer
hsa-miR-876-5p,ovarian cancer
hsa-miR-128-3p,pancreatic cancer
hsa-miR-1297,pancreatic cancer
hsa-miR-135a-5p,pancreatic cancer
hsa-miR-135b-5p,pancreatic cancer
hsa-miR-196a-5p,pancreatic cancer
hsa-miR-196b-5p,pancreatic cancer
hsa-miR-205-5p,pancreatic cancer
hsa-miR-221-3p,pancreatic cancer
hsa-miR-222-3p,pancreatic cancer
hsa-miR-223-3p,pancreatic cancer
hsa-miR-23a-3p,pancreatic cancer
hsa-miR-23b-3p,pancreatic cancer
hsa-miR-23c,pancreatic cancer
hsa-miR-26a-5p,pancreatic cancer
hsa-miR-26b-5p,pancreatic cancer
hsa-miR-29a-3p,pancreatic cancer
hsa-miR-29b-3p,pancreatic cancer
hsa-miR-29c-3p,pancreatic cancer
hsa-miR-3167,pancreatic cancer
hsa-miR-346,pancreatic cancer
hsa-miR-361-5p,pancreatic cancer
hsa-miR-433-3p,pancreatic cancer
hsa-miR-4465,pancreatic cancer
hsa-miR-455-5p,pancreatic cancer
hsa-miR-485-5p,pancreatic cancer
hsa-miR-544a,pancreatic cancer
hsa-miR-590-3p,pancreatic cancer
hsa-miR-873-5p,pancreatic cancer
hsa-miR-876-5p,pancreatic cancer
hsa-miR-128-3p,polycystic ovary syndrome
hsa-miR-1297,polycystic ovary syndrome
hsa-miR-135a-5p,polycystic ovary syndrome
hsa-miR-135b-5p,polycystic ovary syndrome
hsa-miR-136-5p,polycystic ovary syndrome
hsa-miR-18a-5p,polycystic ovary syndrome
hsa-miR-18b-5p,polycystic ovary syndrome
hsa-miR-196a-5p,polycystic ovary syndrome
hsa-miR-196b-5p,polycystic ovary syndrome
hsa-miR-205-5p,polycystic ovary syndrome
hsa-miR-221-3p,polycystic ovary syndrome
hsa-miR-222-3p,polycystic ovary syndrome
hsa-miR-223-3p,polycystic ovary syndrome
hsa-miR-23a-3p,polycystic ovary syndrome
hsa-miR-23b-3p,polycystic ovary syndrome
hsa-miR-23c,polycystic ovary syndrome
hsa-miR-26a-5p,polycystic ovary syndrome
hsa-miR-26b-5p,polycystic ovary syndrome
hsa-miR-29a-3p,polycystic ovary syndrome
hsa-miR-29b-3p,polycystic ovary syndrome
hsa-miR-29c-3p,polycystic ovary syndrome
hsa-miR-3167,polycystic ovary syndrome
hsa-miR-346,polycystic ovary syndrome
hsa-miR-361-5p,polycystic ovary syndrome
hsa-miR-374a-5p,polycystic ovary syndrome
hsa-miR-374b-5p,polycystic ovary syndrome
hsa-miR-433-3p,polycystic ovary syndrome
hsa-miR-4465,polycystic ovary syndrome
hsa-miR-455-5p,polycystic ovary syndrome
hsa-miR-4735-3p,polycystic ovary syndrome
hsa-miR-485-5p,polycystic ovary syndrome
hsa-miR-544a,polycystic ovary syndrome
hsa-miR-590-3p,polycystic ovary syndrome
hsa-miR-873-5p,polycystic ovary syndrome
hsa-miR-876-5p,polycystic ovary syndrome
hsa-miR-128-3p,prostate cancer
hsa-miR-1297,prostate cancer
hsa-miR-135a-5p,prostate cancer
hsa-miR-135b-5p,prostate cancer
hsa-miR-136-5p,prostate cancer
hsa-miR-196a-5p,prostate cancer
hsa-miR-196b-5p,prostate cancer
hsa-miR-205-5p,prostate cancer
hsa-miR-221-3p,prostate cancer
hsa-miR-222-3p,prostate cancer
hsa-miR-223-3p,prostate cancer
hsa-miR-23a-3p,prostate cancer
hsa-miR-23b-3p,prostate cancer
hsa-miR-23c,prostate cancer
hsa-miR-26a-5p,prostate cancer
hsa-miR-26b-5p,prostate cancer
hsa-miR-29a-3p,prostate cancer
hsa-miR-29b-3p,prostate cancer
hsa-miR-29c-3p,prostate cancer
hsa-miR-3167,prostate cancer
hsa-miR-346,prostate cancer
hsa-miR-361-5p,prostate cancer
hsa-miR-374a-5p,prostate cancer
hsa-miR-374b-5p,prostate cancer
hsa-miR-433-3p,prostate cancer
hsa-miR-4465,prostate cancer
hsa-miR-455-5p,prostate cancer
hsa-miR-485-5p,prostate cancer
hsa-miR-544a,prostate cancer
hsa-miR-590-3p,prostate cancer
hsa-miR-873-5p,prostate cancer
hsa-miR-876-5p,prostate cancer
hsa-miR-128-3p,renal cell carcinoma
hsa-miR-135a-5p,renal cell carcinoma
hsa-miR-135b-5p,renal cell carcinoma
hsa-miR-196a-5p,renal cell carcinoma
hsa-miR-196b-5p,renal cell carcinoma
hsa-miR-205-5p,renal cell carcinoma
hsa-miR-221-3p,renal cell carcinoma
hsa-miR-222-3p,renal cell carcinoma
hsa-miR-223-3p,renal cell carcinoma
hsa-miR-23a-3p,renal cell carcinoma
hsa-miR-23b-3p,renal cell carcinoma
hsa-miR-23c,renal cell carcinoma
hsa-miR-29a-3p,renal cell carcinoma
hsa-miR-29b-3p,renal cell carcinoma
hsa-miR-29c-3p,renal cell carcinoma
hsa-miR-3167,renal cell carcinoma
hsa-miR-346,renal cell carcinoma
hsa-miR-361-5p,renal cell carcinoma
hsa-miR-374a-5p,renal cell carcinoma
hsa-miR-374b-5p,renal cell carcinoma
hsa-miR-433-3p,renal cell carcinoma
hsa-miR-455-5p,renal cell carcinoma
hsa-miR-485-5p,renal cell carcinoma
hsa-miR-544a,renal cell carcinoma
hsa-miR-590-3p,renal cell carcinoma
hsa-miR-873-5p,renal cell carcinoma
hsa-miR-876-5p,renal cell carcinoma
hsa-miR-128-3p,stomach cancer
hsa-miR-135a-5p,stomach cancer
hsa-miR-135b-5p,stomach cancer
hsa-miR-196a-5p,stomach cancer
hsa-miR-196b-5p,stomach cancer
hsa-miR-205-5p,stomach cancer
hsa-miR-221-3p,stomach cancer
hsa-miR-222-3p,stomach cancer
hsa-miR-223-3p,stomach cancer
hsa-miR-23a-3p,stomach cancer
hsa-miR-23b-3p,stomach cancer
hsa-miR-23c,stomach cancer
hsa-miR-29a-3p,stomach cancer
hsa-miR-29b-3p,stomach cancer
hsa-miR-29c-3p,stomach cancer
hsa-miR-3167,stomach cancer
hsa-miR-346,stomach cancer
hsa-miR-361-5p,stomach cancer
hsa-miR-374a-5p,stomach cancer
hsa-miR-374b-5p,stomach cancer
hsa-miR-433-3p,stomach cancer
hsa-miR-455-5p,stomach cancer
hsa-miR-485-5p,stomach cancer
hsa-miR-544a,stomach cancer
hsa-miR-590-3p,stomach cancer
hsa-miR-873-5p,stomach cancer
hsa-miR-876-5p,stomach cancer
hsa-miR-128-3p,type 2 diabetes mellitus
hsa-miR-1297,type 2 diabetes mellitus
hsa-miR-135a-5p,type 2 diabetes mellitus
hsa-miR-135b-5p,type 2 diabetes mellitus
hsa-miR-136-5p,type 2 diabetes mellitus
hsa-miR-18a-5p,type 2 diabetes mellitus
hsa-miR-18b-5p,type 2 diabetes mellitus
hsa-miR-196a-5p,type 2 diabetes mellitus
hsa-miR-196b-5p,type 2 diabetes mellitus
hsa-miR-205-5p,type 2 diabetes mellitus
hsa-miR-221-3p,type 2 diabetes mellitus
hsa-miR-222-3p,type 2 diabetes mellitus
hsa-miR-223-3p,type 2 diabetes mellitus
hsa-miR-23a-3p,type 2 diabetes mellitus
hsa-miR-23b-3p,type 2 diabetes mellitus
hsa-miR-23c,type 2 diabetes mellitus
hsa-miR-26a-5p,type 2 diabetes mellitus
hsa-miR-26b-5p,type 2 diabetes mellitus
hsa-miR-29a-3p,type 2 diabetes mellitus
hsa-miR-29b-3p,type 2 diabetes mellitus
hsa-miR-29c-3p,type 2 diabetes mellitus
hsa-miR-3167,type 2 diabetes mellitus
hsa-miR-346,type 2 diabetes mellitus
hsa-miR-361-5p,type 2 diabetes mellitus
hsa-miR-374a-5p,type 2 diabetes mellitus
hsa-miR-374b-5p,type 2 diabetes mellitus
hsa-miR-433-3p,type 2 diabetes mellitus
hsa-miR-4465,type 2 diabetes mellitus
hsa-miR-455-5p,type 2 diabetes mellitus
hsa-miR-4735-3p,type 2 diabetes mellitus
hsa-miR-485-5p,type 2 diabetes mellitus
hsa-miR-544a,type 2 diabetes mellitus
hsa-miR-590-3p,type 2 diabetes mellitus
hsa-miR-873-5p,type 2 diabetes mellitus
hsa-miR-876-5p,type 2 diabetes mellitus
hsa-miR-128-3p,urinary bladder cancer
hsa-miR-1297,urinary bladder cancer
hsa-miR-135a-5p,urinary bladder cancer
hsa-miR-135b-5p,urinary bladder cancer
hsa-miR-136-5p,urinary bladder cancer
hsa-miR-18a-5p,urinary bladder cancer
hsa-miR-18b-5p,urinary bladder cancer
hsa-miR-196a-5p,urinary bladder cancer
hsa-miR-196b-5p,urinary bladder cancer
hsa-miR-205-5p,urinary bladder cancer
hsa-miR-221-3p,urinary bladder cancer
hsa-miR-222-3p,urinary bladder cancer
hsa-miR-223-3p,urinary bladder cancer
hsa-miR-23a-3p,urinary bladder cancer
hsa-miR-23b-3p,urinary bladder cancer
hsa-miR-23c,urinary bladder cancer
hsa-miR-26a-5p,urinary bladder cancer
hsa-miR-26b-5p,urinary bladder cancer
hsa-miR-29a-3p,urinary bladder cancer
hsa-miR-29b-3p,urinary bladder cancer
hsa-miR-29c-3p,urinary bladder cancer
hsa-miR-3167,urinary bladder cancer
hsa-miR-346,urinary bladder cancer
hsa-miR-361-5p,urinary bladder cancer
hsa-miR-433-3p,urinary bladder cancer
hsa-miR-4465,urinary bladder cancer
hsa-miR-455-5p,urinary bladder cancer
hsa-miR-4735-3p,urinary bladder cancer
hsa-miR-485-5p,urinary bladder cancer
hsa-miR-544a,urinary bladder cancer
hsa-miR-590-3p,urinary bladder cancer
hsa-miR-873-5p,urinary bladder cancer
hsa-miR-876-5p,urinary bladder cancer
hsa-miR-499a-5p,hepatocellular carcinoma
hsa-miR-24-3p,transient neonatal diabetes mellitus
hsa-miR-296-3p,transient neonatal diabetes mellitus
hsa-miR-329-3p,transient neonatal diabetes mellitus
hsa-miR-34a-5p,transient neonatal diabetes mellitus
hsa-miR-34c-5p,transient neonatal diabetes mellitus
hsa-miR-362-3p,transient neonatal diabetes mellitus
hsa-miR-449a,transient neonatal diabetes mellitus
hsa-miR-449b-5p,transient neonatal diabetes mellitus
hsa-miR-615-3p,transient neonatal diabetes mellitus
hsa-miR-103a-3p,abdominal aortic aneurysm
hsa-miR-106a-5p,abdominal aortic aneurysm
hsa-miR-106b-5p,abdominal aortic aneurysm
hsa-miR-107,abdominal aortic aneurysm
hsa-miR-130a-3p,abdominal aortic aneurysm
hsa-miR-130b-3p,abdominal aortic aneurysm
hsa-miR-138-5p,abdominal aortic aneurysm
hsa-miR-140-5p,abdominal aortic aneurysm
hsa-miR-148a-3p,abdominal aortic aneurysm
hsa-miR-148b-3p,abdominal aortic aneurysm
hsa-miR-152-3p,abdominal aortic aneurysm
hsa-miR-17-5p,abdominal aortic aneurysm
hsa-miR-18a-5p,abdominal aortic aneurysm
hsa-miR-18b-5p,abdominal aortic aneurysm
hsa-miR-193a-3p,abdominal aortic aneurysm
hsa-miR-193b-3p,abdominal aortic aneurysm
hsa-miR-194-5p,abdominal aortic aneurysm
hsa-miR-196a-5p,abdominal aortic aneurysm
hsa-miR-196b-5p,abdominal aortic aneurysm
hsa-miR-19a-3p,abdominal aortic aneurysm
hsa-miR-19b-3p,abdominal aortic aneurysm
hsa-miR-20a-5p,abdominal aortic aneurysm
hsa-miR-20b-5p,abdominal aortic aneurysm
hsa-miR-216b-5p,abdominal aortic aneurysm
hsa-miR-29a-3p,abdominal aortic aneurysm
hsa-miR-29b-3p,abdominal aortic aneurysm
hsa-miR-29c-3p,abdominal aortic aneurysm
hsa-miR-301a-3p,abdominal aortic aneurysm
hsa-miR-3666,abdominal aortic aneurysm
hsa-miR-370-3p,abdominal aortic aneurysm
hsa-miR-4295,abdominal aortic aneurysm
hsa-miR-454-3p,abdominal aortic aneurysm
hsa-miR-4735-3p,abdominal aortic aneurysm
hsa-miR-491-5p,abdominal aortic aneurysm
hsa-miR-519d-3p,abdominal aortic aneurysm
hsa-miR-599,abdominal aortic aneurysm
hsa-miR-93-5p,abdominal aortic aneurysm
hsa-miR-103a-3p,adenocarcinoma
hsa-miR-106a-5p,adenocarcinoma
hsa-miR-106b-5p,adenocarcinoma
hsa-miR-107,adenocarcinoma
hsa-miR-130a-3p,adenocarcinoma
hsa-miR-130b-3p,adenocarcinoma
hsa-miR-138-5p,adenocarcinoma
hsa-miR-140-5p,adenocarcinoma
hsa-miR-148a-3p,adenocarcinoma
hsa-miR-148b-3p,adenocarcinoma
hsa-miR-152-3p,adenocarcinoma
hsa-miR-17-5p,adenocarcinoma
hsa-miR-18a-5p,adenocarcinoma
hsa-miR-18b-5p,adenocarcinoma
hsa-miR-193a-3p,adenocarcinoma
hsa-miR-193b-3p,adenocarcinoma
hsa-miR-194-5p,adenocarcinoma
hsa-miR-196a-5p,adenocarcinoma
hsa-miR-196b-5p,adenocarcinoma
hsa-miR-19a-3p,adenocarcinoma
hsa-miR-19b-3p,adenocarcinoma
hsa-miR-20a-5p,adenocarcinoma
hsa-miR-20b-5p,adenocarcinoma
hsa-miR-216b-5p,adenocarcinoma
hsa-miR-29a-3p,adenocarcinoma
hsa-miR-29b-3p,adenocarcinoma
hsa-miR-29c-3p,adenocarcinoma
hsa-miR-301a-3p,adenocarcinoma
hsa-miR-339-5p,adenocarcinoma
hsa-miR-3666,adenocarcinoma
hsa-miR-370-3p,adenocarcinoma
hsa-miR-4295,adenocarcinoma
hsa-miR-454-3p,adenocarcinoma
hsa-miR-4735-3p,adenocarcinoma
hsa-miR-491-5p,adenocarcinoma
hsa-miR-519d-3p,adenocarcinoma
hsa-miR-599,adenocarcinoma
hsa-miR-93-5p,adenocarcinoma
hsa-miR-103a-3p,adrenocortical carcinoma
hsa-miR-106a-5p,adrenocortical carcinoma
hsa-miR-106b-5p,adrenocortical carcinoma
hsa-miR-107,adrenocortical carcinoma
hsa-miR-130a-3p,adrenocortical carcinoma
hsa-miR-130b-3p,adrenocortical carcinoma
hsa-miR-138-5p,adrenocortical carcinoma
hsa-miR-140-5p,adrenocortical carcinoma
hsa-miR-148a-3p,adrenocortical carcinoma
hsa-miR-148b-3p,adrenocortical carcinoma
hsa-miR-152-3p,adrenocortical carcinoma
hsa-miR-17-5p,adrenocortical carcinoma
hsa-miR-18a-5p,adrenocortical carcinoma
hsa-miR-18b-5p,adrenocortical carcinoma
hsa-miR-193a-3p,adrenocortical carcinoma
hsa-miR-193b-3p,adrenocortical carcinoma
hsa-miR-194-5p,adrenocortical carcinoma
hsa-miR-196a-5p,adrenocortical carcinoma
hsa-miR-196b-5p,adrenocortical carcinoma
hsa-miR-19a-3p,adrenocortical carcinoma
hsa-miR-19b-3p,adrenocortical carcinoma
hsa-miR-20a-5p,adrenocortical carcinoma
hsa-miR-20b-5p,adrenocortical carcinoma
hsa-miR-216b-5p,adrenocortical carcinoma
hsa-miR-29a-3p,adrenocortical carcinoma
hsa-miR-29b-3p,adrenocortical carcinoma
hsa-miR-29c-3p,adrenocortical carcinoma
hsa-miR-301a-3p,adrenocortical carcinoma
hsa-miR-339-5p,adrenocortical carcinoma
hsa-miR-3666,adrenocortical carcinoma
hsa-miR-370-3p,adrenocortical carcinoma
hsa-miR-4295,adrenocortical carcinoma
hsa-miR-454-3p,adrenocortical carcinoma
hsa-miR-4735-3p,adrenocortical carcinoma
hsa-miR-491-5p,adrenocortical carcinoma
hsa-miR-519d-3p,adrenocortical carcinoma
hsa-miR-599,adrenocortical carcinoma
hsa-miR-93-5p,adrenocortical carcinoma
hsa-miR-103a-3p,aortic valve disease
hsa-miR-106a-5p,aortic valve disease
hsa-miR-106b-5p,aortic valve disease
hsa-miR-107,aortic valve disease
hsa-miR-130a-3p,aortic valve disease
hsa-miR-130b-3p,aortic valve disease
hsa-miR-138-5p,aortic valve disease
hsa-miR-140-5p,aortic valve disease
hsa-miR-148a-3p,aortic valve disease
hsa-miR-148b-3p,aortic valve disease
hsa-miR-152-3p,aortic valve disease
hsa-miR-17-5p,aortic valve disease
hsa-miR-18a-5p,aortic valve disease
hsa-miR-18b-5p,aortic valve disease
hsa-miR-193a-3p,aortic valve disease
hsa-miR-193b-3p,aortic valve disease
hsa-miR-194-5p,aortic valve disease
hsa-miR-196a-5p,aortic valve disease
hsa-miR-196b-5p,aortic valve disease
hsa-miR-19a-3p,aortic valve disease
hsa-miR-19b-3p,aortic valve disease
hsa-miR-20a-5p,aortic valve disease
hsa-miR-20b-5p,aortic valve disease
hsa-miR-216b-5p,aortic valve disease
